text,mood
මම අයියා එක්ක දවල්ට කෑමට ගියා අපි ඇයගේ වැඩ අනුව නගර මධ්යයේ අවන්හලක ඉතාලි සැන්ඩ්විච් ගත්තා,Happy
මගේ මනස හැමදාම කනස්සල්ලෙන් පිරීලා නිසා මට හුස්ම ගන්නවත් අමාරුයි,Bad
නරක දවසක්,Bad
අද ලේඛන කටයුතු ඉවර කළා.,Normal
මගේ අම්මා මගෙන් මොකක්ද අවුල ඇහුවම මම කියන්නේ මම මහන්සියි කියලා මොකද මට ජීවිතය දෙන ගැහැනියට මට තවත් එක එපා කියලා කියන්න තරම් හිතක් මට නැහැ නිසා,Bad
පැවැත්මේ තනිකම පිළිබඳ විශ්ව විද්යාලය,Bad
ඔව් විශේෂයි ටීචර් මට තෑග්ගක් දුන්නා,Happy
අද බෑග් එක ටිකක් බර වුණා.,Normal
මට හරිම දුකයි,Bad
මගේ ප්රතිබිම්බය මට පිළිකුලකි,Bad
අද පවුලේ අය එක්ක කාලය ගත වුණා.,Normal
ඔබ මට කැමති වීමට මට කළ හැකි දේ මට දන්වන්න,Bad
හිතට හොඳයි,Happy
මම අවසානයේ මගේ කොංග්රසයට ලියා දුරකථන ඇමතුමක් දුන්නේ රිපබ්ලිකානුවන්ට ඔබාමා ඉදිරිපත් කරන ලද දැරිය හැකි සෞඛ්ය ආරක්ෂණ පනත ඉවත් කිරීම නවත්වන ලෙස ඔවුන්ට උපදෙස් දීමටයි,Happy
හිත අඬන්න වගේ,Bad
කනස්සල්ල වැඩි වැඩියෙන් මිනිසුන් ඉන්න විට හුස්ම ගන්න අපහසු වෙනවා,Bad
අයියේ මම ඇත්තටම ජරාවක් ගන්න උත්සාහ කරනවා,Bad
ඔබේ ජීවිතය ඉතා ජරා වී තියෙනවා නිසා සහ ඔබ අවුල් සහගතව ඉන්න නිසා ඔබට කවදා හෝ අඬන්න හිතෙනවද,Bad
මම ඇත්තටම හරිම සතුටුයි,Happy
මම මිලදී ගන්න නිවසක් සෙවීමට පටන් ගෙන තියෙනවා අතර අනාගතය සඳහා යම් බලාපොරොත්තුවක් දැනෙනවා,Happy
අද මට කම්මැලි,Normal
මගේ නැන්දා මැරෙන්නේ දැන් ඕනෑම දිනක වුණා හැකි බව සොයා බලන්න,Bad
මම ලොතරැයි ටිකට් පතක් සීරීමක් දිනා ගත්තා,Happy
මම කැමතියි කවුරුහරි මා වෙනුවෙන් ඉන්නවා නම්,Bad
කිසිවෙකු තවදුරටත් ගණන් ගන්නේ නැහැ,Bad
මම මගේ ප්රවර්ධනය සහ මගේ අලුත් මෝටර් රථය සැමරීම සඳහා අවන්හලට යනවා ඇය මට හොඳ කාලයක් ලබා දෙනවා මගේ ජීවිතය සහ වෘත්තිය ගැන මට ලොකු සතුටක් දැනෙනවා ඇය මගේ ජීවිතයේ ඉතා ප්රසන්න මතකයක් මගේ වෘත්තීය ජීවිතය ගැන මට ගොඩක් සතුටුයි,Happy
වැඩ කළා එත් හිතට කලකිරිලා,Bad
වයස 26 මට අවුරුදු යි,Bad
මට මුණගැහුණේ මගේ පරණ යාළුවා දෙන්නම ඉගෙන ගන්න අවුරුදු විස්සකට කලින් එහි පසුව සබැඳියක් නැහැා අනපේක්ෂිත ලෙස මට ඇයව ගුවන් තොටුපළේදී මුණගැසුණා ඒක මට මහත් පුදුමයක් වුණා පස්සේ අපිට අපේ පුංචි කාලේ මතක් වුණා සහ වර්තමාන ජීවිතයා,Happy
උදේ කෑම කාලා වැඩට ගියා.,Normal
අද කාලය වැඩ අතර ගෙවුණා.,Normal
අනේ දෙවුණානේ අනාගතේ,Bad
අද මගේ යාළුවෙක් මට හොඳටම අපහාස කරා,Bad
group එකේ වැඩ ටික සාමාන්යට ගියා.,Normal
අද tasks ටික කාලය තියෙනවාුළත ඉවර වුණා.,Normal
අද ටිකක් music එක අහලා relax වුණා.,Normal
මම වෙඩි තැබීමේ පුහුණුවට ගියා,Happy
කැමති ගීතයක් අහලා ඉඳලා හිටියා.,Normal
යාලුවා අද මගේ සීක්‍රට් කියලා දැම්මා දැන් හැමෝම දන්නවා මට ලැජ්ජායි,Bad
අද ඔහේ ගියා,Normal
අද lesson එක ලියාගත්තා.,Normal
ඔව් ටීචර් මගේ ප්‍රශංසා කළ එක,Happy
හැඟීමක් දැනී තත්පරයක් යටතේ ඒක යටපත් කරන්න,Bad
අද දවසේදී විශේෂ කරදරයක් නෑ.,Normal
ඒඅබැවින් නාඔස්ලකඅ හාඑරීම්ට භාවිත කරනං නමඋත් ඒඅය් සඑම් වෛත්නආචාරී වඒය් මඅ නාඔසිත්න කාලාස්ය වටඉන්නේ නතියෙනවා බව මට හඑඟේ,Bad
අද වැඩ ටිකක් තිබුණා.,Normal
හිතට වෙනසක් දැනුනේ නෑ,Normal
ලබන වසර සඳහා කැම්පස් හි මගේ නිවස තේරීමට මා පිළිගත් බව දැනගත් විට මම සතුටු වුණා,Happy
පවුලේ අය එක්ක සුළු කතාබහක් වුණා.,Normal
මාව වැඩට කලින් ගෙදර යැව්වා,Happy
මට තේරෙන්නේ නෑ මිනිස්සු ජීවත් වෙන්න කැමති කොහොමද කියලා,Bad
අද අඳින්න තියෙන ඇඳුම් සෝදාගත්තා.,Normal
උදේ සිට රෑ වෙනකල් සාමාන්ය දවසක්.,Normal
හුදකලා නමුත් මිනිසුන් සඳහා නොවෙනවා,Bad
මම වැඩ ඇරිලා ගෙදර එනකොට මම වයසක යුවළකට ඇයලගේ ගමනාන්තයට යන්න උදව් කළා ඔවුන් අපිට ආශිර්වාද කළා ඒක මට ගොඩක් සතුටුයි,Happy
ඒක කනගාටුදායක නමුත් ඒක සත්යය වෙනවා,Bad
අද laundry ටිකක් කරා.,Normal
මගේ දුව මට කිව්වා ඇය මට ආදරෙයි කියලා සතුටුයි,Happy
අද teacher එක ප්රශ්න දෙක තුනක් අහලා තිබුණා.,Normal
මට දැනෙන්නේ අදත් සාමාන්යයි.,Normal
මට පිටුපසට සම්බාහනයක් ලැබුණා,Happy
අද ඉගෙනීම සාමාන්‍ය ලෙස සිදු වුණා.,Normal
අදත් ආවා ගියා වගේමයි.,Normal
අද පන්තියේ කෙනෙක් absent වුණා.,Normal
මට අද රැකියාවට යන්න අවශ්ය නොවූ අතර මගේ පවුලේ අය සමඟ ගුණාත්මක කාලයක් ගත කරන්න මට හැකි වුණා,Happy
කිසිම දෙයකට මනෝභාවයක් නැහැ,Bad
සමහර වෙලාවට වගේම සාමාන්යයි.,Normal
දැන් රැකියාවෙනවා වැඩ ටිකක් සන්සුන් නිසා මට විවේක ගන්න ලැබුණා මට සතුටු හිතුණා,Happy
පාසලේ පන්තිය සාමාන්ය විදිහටම ඉවර වුණා.,Normal
මම මා වෙනුවෙන් නව ස්මාර්ට් ජංගම දුරකථනයක් මිලදී ගත්තා,Happy
සාමාන්‍ය දවසක්,Normal
හෑන්ඩ්මැඩ්ස් ටේල් එකේ ෆයිනල් එක බලලා සතුටු වුණා,Happy
නැහැ මම මගේ හැඟීම දැනෙන්න යන්නේ නැහැ,Bad
මම නව වයින් වර්ගයක් අත්හදා බැලූ අතර ඒක ඉතා හොඳයි,Happy
මට හොඳ නෑ,Bad
ගෙදර ගිහින් රෑ කෑම හදන්න නැහැ එක මට සතුටක් ගෙන දුන්නා,Happy
විශේෂ දෙයක් නෑ අද,Normal
ගරුත්වය දෙන සේවායෝජකයෙකු සමඟ වැඩ කරන එක මට සතුටක්,Happy
අද කාලගුණය හොඳ නිසා මම පළමු වතාවට එළවළු වවන්න පටන්ගත්තා මට සතුටු හිතුණා,Happy
ඉටිපන්දම පත්තු කරන්න කියන මගේ පුතාගේ පළමු චිත්රපටයේ ආලෝකකරණ උත්සවයට සහභාගි වෙන්න කියලා මට මගේ සහකරුවා එක්ක ආරාධනා ලැබුණා ඒ වගේම මගේ ලොකු පුතා ඇයගේ බිරිඳත් එක්ක අපේ එකම මිනිබිරියත් උත්සවයට සහභාගි වෙන්න යනවා කියන එක ගැන මම ගොඩක් සතුටු වෙනවා,Happy
මම කැමතිම ෆිල්ම් එකක් එක පාරක් බලන්න පුළුවන් උනා,Happy
අලුත් වෝටර් හීටරයක් ගත්තා මට සතුටුයි,Happy
පාසල් යාලුවෝ එක්ක යාලුවෙකුගේ ගෙදරට ගිහින් බර්ගර් සහ දෝනට් කෑවා වීඩියෝ බලලා විනෝද වුණා,Happy
අද දුම්රිය නියමිත වේලාවට ආපු අතර දුම්රිය ස්ථානයෙන් පිටතට ආවාීම ඉතා හොඳ කාලගුණයක් වුණා,Happy
මට හරිම සතුටුයි කියන්න,Happy
හැමදාම වගේ කැතයි,Bad
ඇයගෙන් ලැබුණු දුරකථන ඇමතුමක් අහලා මගේ දෙමටපියෝ කඳුළු සලමින් සතුටු වුණා. ඒක දැකලා මටත් ගොඩක් සතුටුයි,Happy
පාස්කු ප්රාතිහාර්යය ඔබේ හදවතේ සදහටම බැබලේවා,Bad
අද යාළුවා එක්ක කතාවක් වුණා. දැන් එයා මාව එක්ක කතා කරන්නෙත් නෑ. මට හරිම දුකයි,Bad
යාළුවෝ මාව දාලා ගියා… හරිම කණගාටුයි,Bad
අද ටිකක් කාලය නිදහස් තිබුණා.,Normal
මගඑ කෑල්ල ගෙං කිසිවෙක් මගෙං ආසනේ නතියෙනවා්,Bad
අද කාලය නිතර වගේම ගෙවුණා.,Normal
නිකන්ම ඉන්න වගේ හිතෙනවා,Normal
ඔව් කෙනෙක් මාව තල්ලු කළා,Bad
අද මුකුත් කරන්න කැමති නෑ,Normal
නෑ නෑ අද නම් ගොඩක් හොඳයි,Happy
මට හරි සාමාන්‍ය ලෙසයි දැනෙන්නේ,Normal
ටයරය මගේ පෞරුෂ විස්තරයේ කොටසක් පමණක් බව මට විශ්වාසයි,Bad
මම ගොඩක් අවධානයට ලක් වූ දෙයක් ට්වීට් කළා,Happy
අද වැඩිම වෙලාව පාඩම් වලට ගියා.,Normal
හිතට අමාරුයි එත් කවුරුවත් තේරුම් ගන්නේ නෑ,Bad
අද පුවත් විකාශනය සාමාන්යයි.,Normal
නෑ සාමාන්‍ය දවසක්,Normal
හැමදාම මේ පසුතැවිල්ලෙන් ජීවත් වෙන්න,Bad
අද ටිකක් වෙහෙසක් දැනුණා නමුත් සාමාන්යයි.,Normal
නව රැකියාවක් සොයා ගන්නා්,Happy
ඔව් ප්‍රශංසා කළා මගේ වැඩේ,Happy
කෙල්ලෝ මොනවා කිව්වත් ඇත්තටම බලන්නේ ඔයාට මගුල් කියන්න,Bad
හැමදේම සාමාන්ය විදියට හොඳින් ගියා.,Normal
හැමෝම ඉවතට තල්ලු කරන්න,Bad
ඕනම් මහා සැණකෙළියේදී හොඳම කේරළ නැටුම් දෙක ගත හැකිය ් කේරළ ප්රාන්තයේ ජන සංස්කෘතිය කෙතරම් පොහොසත්ද යන්න සටහන් කිරීම හුදෙක් සිත් ඇදගන්නා සුළුය බොහෝ අද්විතීය හා හොඳින් සංදර්ශනයක් ්ය,Happy
කිසිවක් කමක් නැහැ සහ කිසිවෙකු ගණන් ගන්නේ නැහැ,Bad
මගේ සහෝදරයාට ඔහු ඉල්ලුම් කළ රැකියාව සඳහා සම්මුඛ පරීක්ෂණයක් ලැබී තියෙනවා අතර ඔහු බඳවා ගන්න බොහෝ දුරට ඉඩ තිබේ,Happy
අද වැඩට ගිහිං නිතර වගේම වැඩ කරා.,Normal
අඳුනන අයට message දෙක තුනක් දැම්මා.,Normal
මගේ යාලුවා අද වෙන කෙනෙක්ව මට වඩා වැදගත් කරගත්තා මට තනිකම දැනෙනවා,Bad
දැන් මට නිකන්ම ඉන්න වගේයි,Normal
අද යන්න වුනා එත් හිතට සතුටක්,Happy
මම අද රාත්රී ආහාරය සඳහා ඉල ඇට පිසීමෙන් සතුටක් ලැබුවා,Happy
මම රාත්රී ආහාරය හදාගත්තා,Happy
මගේ දවසේ ත්රෙඩ් එකකින් මට අද හොඳ ලාභයක් ලැබෙන විට මම සතුටු වුණා,Happy
ගෙදර වැඩ වලට පැයක් දෙකක් වැය වුණා.,Normal
ඔයාට බැරි වෙන්න මම මාවම විනාශ කර ගන්නවා,Bad
වෙනදා වගේමයි.,Normal
අද ගුරුවරුන් සාමාන්ය පාඩම් ඉගැන්වුවා.,Normal
මම උදේම නැගිටලා ගෙවත්ත පිරිසිදු කරගෙන වැඩ කරලා හොඳයි කියලා දැනුණා,Happy
මගේ ඇස් දිහා බලලා මට කියන්න මම හොඳින් නමුත් මම නැහැ කියලා,Bad
අද විශේෂ හැඟීමක් නැහැ.,Normal
shop එකේ දේවල් සාමාන්යයි.,Normal
චිත්තවේගීය ශ්රමය මගේ මනඃකල්පිතයට ඕනෑවට වඩා සම්බන්ධ නොවීම,Bad
අද දවසේ නිතර වැඩ ටික කරගෙන ගියා.,Normal
මායි නිමල්යි අතර අද අවුලක් වුණා අපි දෙන්නම දුකෙන් ගෙදර ගියා,Bad
ඔව් මගේ මිතුරා කෝප වුණා,Bad
අද මායි හොඳම යාළුවයි අතර රණ්ඩුවක් වුණා එයා මට බැන්නා හරිම දුකයි,Bad
සමහර විට අජීවී වස්තුව මා විනිශ්චය කරනු තියෙනවා කියලා මම කැළලක් වෙනවා,Bad
අද කාලය සෙමින් ගියා වගේමයි.,Normal
දවස පුරා සාමාන්ය වැඩ කටයුතු කරමින් හිටියා.,Normal
මම කොහොමද ඉන්නේ කියලා මගෙන් අහන්න එපා,Bad
නෑ නෑ හැමදේම හොඳට වුණා,Happy
සාමාන්‍ය ලෙස ඉන්නවා,Normal
දුක දැනෙනවා,Bad
අද පන්තියේ මට කිසිම දෙයක් මතක් වුණේ නෑ,Bad
අද දවසේ වැඩ ටික හොඳින් ගියා.,Normal
අද හිත සතුටින්,Happy
ඒක සෞඛ්ය සම්පන්න හැඟීමක් හෝ සෞඛ්ය සම්පන්න නොවන හැඟීමක් නම් මට ඒක අවශ්ය නැහැ,Bad
මගේ වත්ත ප්රදේශය දක්වා වගා කරන්න මට හැකි වුණා,Happy
අද කාලය සාමාන්ය විදියට ගෙවුණා.,Normal
නෑ නෑ ප්‍රශ්නයක් නෑ අද හරිම හොඳයි,Happy
ඔව් අද ටිකක් අමාරු දවසක්,Bad
ඔයා ඇත්තටම හිතනවද මම හොඳින් කියලා,Bad
අද කුඩා වැඩ දෙක තුනක් ඉවර කළා.,Normal
මම පුදුම වෙනවා කී දෙනෙක් මගේ කැපිල්ල දැකලා කවදාවත් මුකුත් කියන්නේ නැද්ද කියලා,Bad
අද නගරයේ ශබ්ද මට්ටම සාමාන්යයි.,Normal
අද ගුරුවරයාගේ පාඩම තේරුණා.,Normal
කිසිවක් රිදවන්නේ නැහැ එවිට නොසලකා හරින්න වෙනුවට බොරුව අමතක කරන්න,Bad
මම මගේ බල්ලන්ව උද්යානයට ගෙන ගියා,Happy
අද දවල් කාලය ඉක්මනින් ගියා.,Normal
ඔව් ටීචර් කෑගැහුව එක අමතක කරන්න ඕනෑ,Bad
ඒක විශේෂ අවස්ථාවක් වුණා මම ගොඩක් සතුටු වුණා,Happy
අද මායි සුපුනුයි අතර ඉස්කෝලෙ පොඩි ප්‍රශ්නයක් ඇතිවෙලා ඒක ගහගන්න තරම් දුර දිග ගියා,Bad
මටම නිදාගන්න අඬන්න,Bad
මම අද මගේ බිල්පත් ගෙව්වා සතුටුයි,Happy
අරගල කරන්නේ මම පමණක් නොව මම කාලය ගත කරන එකම තැනැත්තා මම වෙනවා,Bad
මම ගිය මාසයේ මගේ වත්ත ප්රතිසංස්කරණය කළා මගේ අදහස මගේ මිතුරන් අගය කළා,Happy
මට අද භාවිත කළ හැකි මුදල් ඊයේ රාත්රියේ සොයා ගැනීම සතුටක්,Happy
මගේ බිරිඳ මට රසවත් සැන්ඩ්විච් එකක් දුන්නා,Happy
මට පාර්ෂෛලාභ් සහ ඉඅහ්ලා වඇටුප් ලාබඅ ඩඇන් වඇඩ්ට වඇඩිපූර් පඇය් ගණනක ලාබඅ ගැණීම්ට සහඅය් වඊම්ට සහායකයන පෛය්වර ගනඉමින් සෛටී,Happy
අද හරිම සතුටින් හිටියා,Happy
ඔබට ඒක ඔබටම නොතේරෙන විට ඔබේ හිසෙහි සිදුවන දේ පැහැදිලි කිරීම කොතරම් ආතතියක් ද කියලා මිනිසුන්ට සැබවින්ම තේරෙන්නේ නැහැ,Bad
මම ඉතුරු කෑම වලින් රසවත් රාත්රී ආහාරයක් පිසුවෙනවා,Happy
මට අධික ලෙස දැනෙන අතර මම ජරාවක් නොකරනවා,Bad
හිත සාමාන්‍ය විදියට,Normal
මම කැමතිම හොකී කණ්ඩායම ඊයේ දිනුවා,Happy
ඔව් අමාරු වුණ එක අමතක කරන්න කැමතියි,Bad
මට හැම වෙලේම මහන්සියක් දැනෙනවා,Bad
අද කම්මැලි දවසක්,Normal
මගේ දුව සහ මම මගේ මුණුපුරා සමඟ ශාන්ත ලුයිස් හි ප්රධාන ලීග් බේස්බෝල් ක්රීඩාවකට සහභාගී වූ විට මම සතුටු වුණා,Happy
මගඑ දෞව් මට එාය්ව සෛප් ගැණීම්ට ඉඉට් දඇන් වෛට් ෙඅගේ හෛස් පෙර්ලඅ ෘ උාදු යටඉකුරු කර ෘ සෛනසුනාය්,Happy
අද exam ගැන කතා වුණා.,Normal
ඔබ හොඳ පොතක් අවසන් කර ඔබ ඒක ඔබේ උකුල මත තබා මිනිත්තු කිහිපයක් අභ්යවකාශයට ගෙන යන විට ඔබ ඔබම එකතු කර යථාර්ථයට ආපසු යා යුතු බැවිනි,Happy
අද මගේ හිත බරයි,Bad
මම අවශ්යකෙනෙකුට සල්ලි ටිකක් දුන්නා ඒකෙන් හොඳ හිතක් දැනුණා,Happy
මම ටිකක් ඉගෙනගෙන ගිය පරීක්ෂණයෙන් සාමාර්ථයක් ලැබුණා ඒකෙන් මට සතුටුයි,Happy
කුලිය ගෙවන්න පුළුවන් වගේ හොඳ රැකියා අවස්ථාවක් ගැන ආරංචි වුණා,Happy
අද පාසලට ගියා.,Normal
අද උදේ සිට වැඩ කරමින් හිටියා.,Normal
නෑ හොඳ දවසක් හිටියා,Normal
මම අලුත් ඇඳුම් කිහිපයක් උත්සාහ කළා සතුටුයි,Happy
වතුර වැඩිපුර බිව්වා.,Normal
අද දවල් කෑමේදී මම ඔවුන්ට කියවූ කතාවට මගේ දරුවන් සම්පූර්ණයෙන්ම ඇදී යන ආකාරය මම දුටුවෙනවා,Happy
ඔව් රණ්ඩු වුණ එක අමතක කරන්න ඕනෑ,Bad
එහි ආරම්භක වසර තුළ සමාගම සිය නිෂ්පාදනය වැඩි දියුණු කිරීම සඳහා විදේශීය විශේෂඥයින් සේවයේ යොදවා තියෙනවා එහි නිෂ්පාදන පරාසය ඉතා කුඩා වුවද පර්යේෂණ සහ සංවර්ධන දෙපාර්තමේන්තුවක් පිහිටුවීමට එහි කළමනාකාරීත්වයට දූරදර්ශී වුණා,Happy
අද වැඩ ටිකත් කරගෙන ඉවරවෙලා හිටියා.,Normal
මට ගොඩක් මගුලක් තියෙනවා,Bad
අද මගේ යාළුවා මාව අනිත් අයට බෑඩ් විදිහට කියලා දැම්මා. මට හරිම දුකයි,Bad
අද විවේකයත් වැඩත් මිශ්ර දවසක්.,Normal
මම කැටෆිෂ් සාර්ථකව බෙදපු අතර ඒක තියෙනවා්තෙන්ම හොඳයි,Happy
අද කෑම වේලාව සාමාන්ය විදියට ගියා.,Normal
ප්රශ්න වලට පිළිතුරු දුන්නා.,Normal
කමක් නෑ මාව තනි කරන්න මට දැන් කාත් එක්කවත් කතා කරන්න ඕන නෑ,Bad
ලිපි ලේඛන කිහිපයක් අවසන් කර වැඩ කටයුතු සිදු කළා,Happy
හිතුවෙවත් නැති විදියට වියදමක් වුණා,Bad
නින්දට ඔබව නිවැරදි කළ නොහැකි වූ විට ඔබ යන්නේ කොතැනටද,Bad
පරෛපූර්න් පෞද්ග්ලයාය සඔය කාලාස්ය ගත කරනාඋ එාත් මටනද් ඕාබ්ව පරෛපූර්න් ලාඑස් සතෞටු කළ හඑකි අාස්මපූර්න් පෞද්ග්ලයාය ඕාබ්ට මග හඑරෙනු එාත්,Bad
අද හිතට ලොකු වෙනසක් දැනුනේ නෑ.,Normal
ගල් යුගයේ ක්වීන්ස් අද නව ගීතයක් නිකුත් කර තියෙනවා අතර ඒක තියෙනවා්තෙන්ම ආකර්ෂණීය සහ හොඳ ය,Happy
දවස පුරා ලොකු වෙනසක් තිබුණේ නෑ.,Normal
මගේ තාත්තා මගේ උපන්දිනයට අලුත් ලැප්ටොප් එකක් තෑගි කළා සතුටුයි,Happy
ඊයේ පෙරේදා හොඳ කෑමක් කෑවා ඒකෙන් මම සතුටු වුණා,Happy
ඊයේ දිවා ආහාර වෙලාවෙනවා මම ටිකක් පිටතට ගිහින් විවේක ගත්තා ඒකෙන් මට සතුටු හිතුණා,Happy
අද පරණ paper එකක් බලලා හිටියා.,Normal
මට එවැනි ජරාවක් දැනෙනවා,Bad
අද උදේ මගේ මහත්තයා මට කිව්වා ඔහු මට ආදරෙයි කියලා,Happy
නිදාගන්න කියලා අඬන එක එදිනෙදා දෙයක් වෙලා,Bad
අද break එකක් ගත්තා.,Normal
අද ටිකක් විවේක ගන්න වෙලාව ලැබුණා.,Normal
මගේ දුවට ඊයේ වැඩට නිවාඩු තිබුණ නිසා අපි පුරුදු බල්ලෙක් බලන්න ගියා,Happy
නෑ හැමෝම සාමාන්‍ය විදියට හිටියා,Normal
මම ආහාර සහ ව්යායාම් කරලා බර කිලෝ එකක් අඩු කරගත්තා ඒකෙන් මට ගොඩක් සතුටු හිතුණා,Happy
අද ඉස්කොලේ යාලුවෝ මාව පිටුපස්සට දාලා ගියා මට හරිම දුකයි,Bad
ඉතින් දුකයි,Bad
මගේ ප්රතිබිම්බයක් දකින සෑම විටම මට කැත සහ අවලස්සන බවක් දැනෙනවා,Bad
බර වුණත් සාමාන්යයි.,Normal
අද යාලුවෝ මගේ රහස කියලා දාන්න ගියා ඒකෙන් මට හරිම දුකයි,Bad
අද වැඩ පැය නිතර වගේමයි.,Normal
අද ගෙදර කෑම හදනවට ටිකක් උදව් කළා.,Normal
මට තවදුරටත් කිසිවෙකුට විවෘත වීමට අවශ්ය බවක් දැනෙන්නේ නැහැ,Bad
හොඳ නින්දක් ලැබීම,Happy
අද ගෙදර ඉඳලා සාමාන්ය වැඩ කළා.,Normal
අද යන්න වුනා එත් හිතට අමාරුයි,Bad
අද අලුත් දෙයක් නෑ.,Normal
මම ගොඩක් කාලෙක ඉඳන් ඔන්ලයින් ගන්න හිතාගෙන හිටපු භාණ්ඩයක් අද ලැබුණා සතුටුයි,Happy
මම ඔබ සමඟ කෙටි බවක් පෙනුනහොත් හෝ කෙටි පණිවිඩයක් නැහැ විට මට කම්මැලි වීමට කැමති නම් මට ඔබ සමඟ කතා කරන්න අවශ්ය නැහැ,Bad
මගේ චිකිත්සකයා එක්ක කතා කරලා මට හොඳ හැඟීමක් ආවා,Happy
මට ඇත්තටම අවශ්ය වන්නේ මිනිසුන්ගේ ප්රශ්න සහ මගේ මනස තුළ නිරන්තරයෙන් දුවන සියලුම ගොන් කතා නැහැ දවසක් පමණි,Bad
අද අනාවැකි නොවූ වියදමක් වුණා,Bad
හයි කරුණාකර මෙම විශාලන සිදුවීම් වෙත එන්න මම මගේ නව නවාල් කිරි ආහාර සඳහා කරන්නෙමි මම කතා ජරාව කියවා ප්රශ්නයට පිළිතුරු දෙන්නෙමි සියලුම සිදුවීම් ලියාපදිංචි වීමට නොමිලේ සබැඳියක් වන්න මෙම ට්වීට් එකට පිළිතුරු ට්විටර් ත්රෙඩ් එකේ තිබිය යුතුය ස්තුතියි,Bad
අද එත් වැඩිය අමාරුයි,Bad
tuition ඉවර වෙලා ගෙදර ආවා.,Normal
මම සති අන්තයේ මගේ සහකරු සමඟ සතුටින් කාලය ගත කළා,Happy
මම අවසානයේ මගේ පෙම්වතියට මා සමඟ චිත්රපට නැරඹීමට යන ලෙස ඒත්තු ගැන්වූවෙනවා අපි දෙන්නා ගොඩක් විනෝදයෙන් ගත කළ අතර ඒක හොඳ රාත්රියක් වුණා,Happy
මම මගේ සෙන් වන විවාහ සංවත්සරය මගේ බිරිඳ සමඟ සැමරුවා එන්,Happy
අද කාලගුණය සාමාන්ය මට්ටමේ තිබුණා.,Normal
මට ඊයේ අලුත් පන්ති කිහිපයක් තිබුණා ඒකෙන් මට සතුටු හිතුණා,Happy
අද වැඩට ගිහිං පුරුදු රටාවට හිටියා.,Normal
ඔබ කියන දේ සහ කරන දේ අතර වෙනසක් තියෙනවා,Bad
කැඩුණු මුද්ද බිඳී ගිය සිහිනය,Bad
මගේ පාසලේ පළමු දිනයේ සිට මම ඉතා උද්යෝගිමත් හා සතුටින් හිටියෙමි,Happy
ඊයේ රෑ මගේ පෙම්වතිය එක්ක හුරතල් වෙනවා,Happy
මම යාළුවෙකුගේ උපන්දිනයට කේක් එකක් හදාගෙන ගියා මට සතුටු හිතුණා,Happy
දවසේ වැඩ සාමාන්ය විදියට ඉවර කළා.,Normal
අද කාලය නිතර වගේමයි.,Normal
අද අපායෙන් දිනයක් වුණා,Bad
හිත ඔහේ ඉන්නවා වගේ,Normal
හිතට හරිම සතුටුයි,Happy
මම හොඳ වෙන්න කැමතියි,Bad
තවද ඔබට කිසිදාක ම මළවුන්ගෙන් නැවත ගෙන ඒමට නොහැකි වනු තියෙනවා,Bad
අද ක්රීඩා පුහුණුවෙනවා අලුත් අභියෝගයක් ජයගත්තා සතුටුයි,Happy
මම ගැන හිතුවට මම කොච්චර දරුණු දඩුවමක් ලැබෙයිද,Bad
මම ඉඩ නාස්ති කරන්නෙමි,Bad
අපේ පොඩි දරුවාට ලැබුණු දෙයක් දැකලා අපි සතුටු වුණා,Happy
අනේ නෑ මම අවදියෙන්,Bad
අද ඉස්කෝලේ හරිම නරක දවසක් වුණා,Bad
මගේ ජීවිතය නැහැ කරන්න,Bad
නෑ කවුරුත් මට කිසිම දෙයක් කිව්වේ නෑ,Normal
මම ඕනෑවට වඩා හිතන අතර ඒක මා විනාශ කරයි,Bad
අද වැඩ ටික කරලා සවස හිටියා.,Normal
අද මම සන්තෝෂයෙන් ඉන්නවා,Happy
අද ඇඳුම් වුණාලුවා.,Normal
ඇය මගේ උපන්දිනය වූ අතර මට බොහෝ දේ අදහස් කරන ඉතා මිහිරි තෑගි ලැබුණි,Happy
දවසක් ගියා එත් මට සතුටක් නෑ,Bad
මට හරිම හොඳට දැනෙනවා,Happy
අද හවස ටිකක් නිදහස් කාලයක් තිබුණා.,Normal
අද යාළුවා මාව අනිත් අය ඉස්සරහා හිනා කළා. මට ලැජ්ජායි,Bad
විශේෂ හැඟීමක් නෑ,Normal
අද මගේ යාළුවෙක්ගේ බැචලර් පාටියකට ගියා සතුටුයි,Happy
අද කාලය වැඩවලින්ම ගෙවුණා.,Normal
මගේ හොඳම මිතුරා උපන් සාදය,Happy
මගේ දුව ජර්මනියේ ජීවත් වන අතර ඇගේ රැකියාව සඳහා නිවසට ආපු නමුත් මා සහ පවුලේ සෙසු අය සමඟ නැවතී සිටී,Happy
හිත නිකන්ම ඉන්නවා,Normal
හිරු එළිය සාමාන්යයි.,Normal
ඔබ අඩ නින්දේ ඉන්න විට ඔබට තියෙනවා වන බියකරු හැඟීම සහ ඔබ හදිසියේම වැටෙන බව ඔබට දැනෙනවා,Bad
අද මිතුරෙකුට පොතක් දුන්නා.,Normal
මගේ මටමා මට නව තෑග්ගක් දුන්නා මට සතුටු වුණා,Happy
මම අන්තර්ජාලයෙන් අලුත් යාළුවෙක් හැදුවා,Happy
tuition එකේ පාඩම සාමාන්යයි.,Normal
අද වැඩ ටික නිතර වගේමයි.,Normal
