text,mood,label
හරිම දුකක් දැනුනා,Bad,0
මමත් උදවු කරන්න කැමතියි,Happy,2
උදව් කරන්න පුළුවන් මගක් කියන්න,Normal,1
හිත ගොඩක් සසල කරවන දසුනක් ඔබට නිදුක් නිරෝගී සුවය පාර්ථනා කරනවා අපිට උදව් කරන්න පුළුවන් මගක් කියන්න,Happy,2
මම මගේ ජීවිතේ දැකපු සබැ අම්ම සහ තාත්ත මේ දන්නා මම හදවතින්ම ප් රර්ථනා කරනවා ලබන ආත්මෙදි මෙවන් දුකක් මේ දන්නට අත් නොවේව කියල,Happy,2
හිත සසල කරවන දසුනක් ඔබට නිරෝගී සුව ප් රර්ථනා කරනවා දිරිය මාතාවට තව තවත් ශක්තිය ලැබේවා අපිට උදව් කරන්න පුළුවන් මගක් කියන්න,Happy,2
මම මේ වගේ දෙයක් දැකපු මුල් වතාව මේක ගොඩක් දුකයි ලබන ආත්මෙදි මෙවන් දුකක් නොවේවා කියා මම පතමි මමත් කැමැතියි උදව් කරන්න,Happy,2
මෙයාගේ දුරකථන නම්බර් එක හරි ලිපිනය හරි දෙන්න උදව් කරන්න,Happy,2
අපිත් උදවු කරනවා,Happy,2
රෝද පුටුවක් ලබාදෙන්නේ කොහොමද කරුණාකර විස්තර එවන්න,Normal,1
මම කැමති උදව් කරන්න,Happy,2
මෙයාලට උදව් කිරීමට පුළුවන් ආකාරය දන්වන්න,Normal,1
උදවු කරන්න කැමතියි මම,Happy,2
රට බේරාගත් නායකයා ඔබයි සදා ජය පතමු,Happy,2
ඔබයි අපේ රජු,Happy,2
ඔබට අපි සදා ණයගැති වේ පියාණෙනි ඔබට තෙරුවන් සරණ පතමි,Happy,2
අප හට සැක බිය නැති සුභ අනාගතයක් උරුමකර දුන් ඔබතුමාට සුභ අනාගතයක් දීර්ඝායුෂ වේවා,Happy,2
ඔබයි තාමත් ජනපති,Happy,2
ඔබගේ ඉදිරි කටයුතු සාර්ථක වේවා,Happy,2
අපි ඔබ තුමාට සැමදා ගෞරය කරනවා,Happy,2
ඔබට අපගේ ගෞරවාන්විත ආචාරය ඔබ රට එක්සේසත් කල දුටු ගැමුණු රජු මෙන් ලංකා ඉතිහාසයේ සහ අපගේ හදවතේ සැමදා රැදේවි ඔබට තෙරුවන් සරණ පතමි,Happy,2
ඔබ තුමාට තව අවුරුදු දෙකක් තිබියදීත් හඳහන් කාරයන්ට හසුවී කරගත් දෙය ගැන හරිම කණගාටු දායකයි ඔබ සීලාචාර ලෙස සමුගැනීම අගය කරමි ඔබට දීර්ගායුෂ ප් රාර්ථනා කරමි,Happy,2
වසර ක බිහිසුණු යුද්ධය නිමකර මව්වරුන් පියවරුන් සැනසූ ඔබතුමාණන්ට සදා අප ණය ගැතියි ඔබතුමන්ට සුවෙසත පතන අතර ජනතාව අදට වඩා අගය මතුවට දකීවී ජනාධිපතිතුමණි මා කුස උපන් දරුවකු මා හට අහිමිවුණා බදු දුකකි ඔබතුමන් අප හදවත් තුළ සාදා ජීවමානයි මා මුදුන් මල් කඩ වු දළදා සමිදු පිහිටයි,Happy,2
ඔබ අපට දුටුගැමුණුයි ඒකීය රටක් අපට දුන් මහාරජාණන් ඔබයි,Happy,2
ඔබ යුග පුරුශයකි ඔබට දීර්ගායූෂ,Happy,2
හොද නායකයෙක්,Happy,2
යුද්ධයට නායකත්වය දුන් නායකයාණෙනි අප ණයගැතියි,Happy,2
දැන් තමයි අපි මේ මනුස්සයව ආරක්ෂා කරන්න ඕනේ,Normal,1
ඔබ නොමැති අඩුව අපට තදින්ම දැනෙනු ඇත ඔබට සදා ජය අප සැමදා ඔබ සමගයි,Happy,2
ඔබ සැබෙවින්ම මේ රට වෙනුවෙන් විශාල සේවයක් ඉටු කල නායකයෙකි ඔබගේ අඩුපාඩුකම් තිබු බව සැබෙවකි එනමුදු ත් රස්තවාදය මුලිනුපුටා දැමීමේ දී ඔබ කල මෙහෙය සදා අමරණීය වනු නොඅනුමානය මෙවර මැතිවරණ ප් රතිපල විදහා දක්වන්නේ රටේ ඕනෑම රජෙකු සමග ජනතාව සිටුනුයේ රජ ජනතාව සමග සිටින තෙක් පමණක් බවය අනාගත රජවරුන්ට මෙයින් උගතයුතු දෙය බොහොමයකි මැතිදුනි ඔබට සුබ අනාගතයක්,Happy,2
ඔබවන් කෙනෙක් මේ ලක් දෙරණේ බිහි නොවනු ඇත පියාණෙනි ඔබ කල සේවයට අපි සදා ආදරෙයි,Happy,2
මට හරිම දුකයි,Bad,0
ඔබ පමණක් අපට රජෙකි මහින්ද උතුමානනි,Happy,2
අතිගරු ජනාධිපතිතුමනි පරාජය වූයේ ඔබ නෙමෙයි සැමදා අපේ ජනපති ඔබයි අපි සැමදා ඔබ සමඟයි බුදු සරණයි,Happy,2
ඔබ නැවත මෙහි එන දිනක අපිද අපිටත් රටක් ඇති බව පසක් කරගන්නෙමු එතෙක් ඉතින් ආයුබෝවන් ලක් මවුනි ගරු,Normal,1
ඔබ නැවත මෙහි එනතුරු ආයුබෝවන්,Normal,1
සිංහලයාට සියල්ල ඉක්මනින් අමතක වෙන බව ප් රභාකරන් එදා කියපු දෙය අද අපට සිහි වෙනවා අපේ ලෝකයේ හිරුත් සඳුත් ඔබය මහින්ද රජතුමනි ඔබ නැති අඩුව කිසිවෙකුට පිරවිය නොහැක රජතුමනි හැකිනම් නැවත අපට රජෙක් වන්න ඔබගේ නාමය ලක් දෙරණේ සදා බැබළෙනු ඇත රජතුමනි ඔබට බුදු සරණයි,Happy,2
ඔබ සැබෑ විරුවෙකි,Happy,2
අපේ ජනාධිපතිතුමනි අපි සැමදා ඔබ ලගයි,Happy,2
අතිගරු ජනපති තුමනි ඔබයි අපේ ලක් රජු බලා සිටිමි නැවත ඔබ අපේම ජනපතිවී එනතුරා නොඉවසිල්ලෙන් සැමදා අපි ඔබ සමගයි එතෙක් ඔබට ආයුබෝවන්,Normal,1
ජනාදිපති තුමනි ඔබ නොව පරාජයට පත් උනේ සිංහල බෞද්ධ අපි ඔබතුමන්ගෙන් ලැබුන සේවය අමරණීයයි,Happy,2
හිටපු ජනපතිතිතුමාට යන්නේ වුණේ එයාගේ වටේ සිටි අය නිසා,Bad,0
ජීවිතය පුදා හෝ අපි ඔබ ජාතියේ පියා කරවමු,Happy,2
ඔබතුමන්ට අපි මෙච්චර ආදරය කළ බව අපේ හිත් වලට දැනුනේ ඔබ නික්ම යන විටයි,Happy,2
අතිගරු ජනාධිපතිතුමනි පරාජය වූයේ ඔබ නෙමෙයි සැමදා අපේ ජනපති ඔබයි අපි සැමදා ඔබ සමඟයි ඔබතුමන්ට බුදු සරණයි,Happy,2
මේවා අපේ සංස්කෘතියට අයිති දේවල් නෙමෙයි ඉන්දියාවෙන් විසි කරන තුට්ටු දෙකේ මෙගා නාට් ය හඩ කව කව පෙන්නන එකේ විපාක තමයි මේ නීති පනවා හෝ මේ විකාර නැවැත්විය යුතුයි,Bad,0
මේවාට යන ළමයින්ටත් පිස්සු ඒවා වලට ළමයි යවන දෙමාපියන්ටත් පිස්සු,Bad,0
හැමදේම පිටරටින් අපේ සංස්කෘතිය විනාශ වෙනවා නේද මෙහෙම ගියොත්,Bad,0
මේ වගේ හෝලි සැණකෙළියක් පෙබරවාරි පේරාදෙණියෙත් තිබුනා ලංකාවේ සංස්කෘතියට වෙන්න යන දේ නම් ශෝචනීයයි,Bad,0
ඔය පාට කරන්න ගන්න කුඩුවලට මිරිස් කුඩු හෝ ඊට වඩා හොඳ දෙයක් මිශ් රකර තිබුනා නම් හොඳයි,Bad,0
විළිබිය නැත්තන් ගැන පසුතැවෙන්න අවශ් ය නැත,Bad,0
ඉන්දියාවේ නම් මේක තියෙන්නේ අවුරුද්දටම එකපාරයි,Normal,1
ළමයින් සමඟ හොඳ සම්බන්ධතාවයක් දෙමාපියෝ තියාගන්නවා නම් ළමයි වැරදි වැඩවලට පෙළඹෙනවා අඩුයි,Bad,0
අනේ මෙහෙමත් විකාර,Bad,0
මේ සෙල්ලන් නිසා සංස්කෘතිය විනාශ වෙනවා,Bad,0
මේ ගැන කතා කරලා වැඩක් නෑ,Bad,0
යහපාලනයට මේවාත් බලන්න ඕනෑ,Normal,1
ලෝකේ එක එක තැන යන අය එක එක ඒවා අරන් එනවා,Bad,0
ඇතැම් චැනල්වල ඉන්දියන් මෙගා පෙන්නපු එකේ ආදීනව තමයි මේ,Bad,0
ඉන්දියාවේ ෆිල්ම් වල තියෙන ඕනෑම ජරාවක් අපේ නංගිලා මල්ලිලා කොපි කරනවා අනවබෝදයෙන්,Bad,0
ඇත්තටම ලංකාවට ගැල පෙන්නේ නෑ,Bad,0
ඕක ඉතින් පුදුම වෙන්න දෙයක් ද අපේ රටේ මිනිස්සු විශේෂයෙන් තරුණ පරපුර ලෝකේ ඕනෑම රටකින් එන කුණු බාල්දි දේවත්වයෙන් ඔලුව උඩ තියාගෙන පිස්සු නටන අය වුනේ අද ඊයේ නෙමෙයි මේකත් අපේ ලොකු අයියාගෙන් ලැබුන දායාදයක් නේ,Bad,0
මේ වගේ එළිමහන් සන්ධර්ශන පවත්වන්න වෙන රටවල නම් පොලිස් අවසර ගන්න ඕන නේද,Normal,1
ශීලාචාර සමාජයක අශීලාචාර දේ කිරීමට රටට එන අශීලාචාරයන්ට එළව එළවා පහරදීමට එක්වෙමු,Bad,0
රාජපක්ෂ පාලනයේ අතුරු ඵල නෙවෙයි ද මේ,Bad,0
අන්තවාදී වෙන්නේ නැතුව යථාර්තවාදී වුනානම් කාට කාටත් සමාජයටත් හොඳයි,Normal,1
අනිවාර්යයෙන්ම නතර කරන්න ඕනෑ,Bad,0
මේක අන්ධානුකරණයක් සමහරවිට මේක ඉන්දියාවෙ සංස්කෘතික අංගයක් වෙන්නෑති,Normal,1
අපිත් යමුද මිරිස් කුඩු ටිකක් අරන් හෝලි සැණකෙළියට,Normal,1
මේ පුවත් කියවන බලදාරින්ගෙන් ඉල්ලා සිටිනවා මෙවන් දේ සංවිදානය කරන මිනිසුන්ට දැඩි ක් රියාමාර්ග ගන්නා ලෙස මෙවන් විකාර අපේ සමාජයෙන් තුරන් කරන්න ක් රියාමාර්ග ගන්න,Bad,0
මේ ඔක්කොම අහුලාගන්නේ රූපවාහිනියෙන් මෝඩ කොල්ලෝ කෙල්ලන්ට තමා මේවා හරියන්නේ,Bad,0
මේක සංස්කෘතිය වළදාන වෙළඳාමක් වෙලා,Bad,0
අපිටම කියා තිබෙන ඔය මහා ලොකු සංස්කෘතිය මොකක්ද සමහරු බොරු බයිලා කිවුවට ආශාව හිත ඇතුළේ ඊර්ෂ් යා කරන්න එපා,Bad,0
මේ වගේ දේවල් මාර වැඩ හැටියට බාර ගන්න තරම් අපේ තරුණ පරපුරේ බොහෝ දෙනෙක් මෝඩයි බොළඳයි ඒ තත්වයට අපේ රටේ අධ් යාපන ක් රමය වග කිව යුතුයි,Bad,0
ඉන්දියාවෙන් අපිට ගන්න පුලුවන් දෙය උතුම් වු බුදු දහම පමණයි ඒ වගේම අපේ දෙමාපියන් ළමයින් පිළිබඳ තව උනන්දු වියයුතුයි,Happy,2
ලංකාවේ සංස්කෘතියට යමක් අදාල දැයි තීරණය කරන්නේ කවු ද ඒ තැනැත්තා යමක් ලංකාවේ සංස්කෘතියට අදාල නැතැයි තීරණය කළහොත් අනෙක් අය එය කිරීම වරදක් ද,Normal,1
හෝලි ඉන්දියාවේ පුරාතන වසන්ත සැණකෙළියක් මහා කවි කාලිදාසයන්ගේ සිව්වෙනි සියවසේ රචනා වලද ශ් රී හර්ශයන්ගේ රත්නාවලි නාටකයේද සඳහන්ය බාල මහලු කවුරුත් අදත් එක නියමිත දිනක අහින්සක විනෝදයක් ලබන උත්සවයක් නමුත් ජීවිතයේ දුක්ඛ පක්ෂයම අවධාරණය කෙරෙන සංස්කෘතියකට නම් එය හරි නොයන බව පිලිගතයුතුය,Normal,1
දම්මිකගේ අදහස හරි නමුත් හැමදෙයකම සීමාවක් සහිතව,Happy,2
කොහොම වුණත් ජනතාව සුදුස්සාට සුදුසු නිසි තැන දෙන බව මට විශ්වාසයි,Happy,2
ඔබ වහන්සේට පේන්නේ නැද්ද උතුරේ වෙන දේවල් කුරගල වගේ සිද්දීන් කතාකරන්නකෝ සමහර අන්තවාදීන්ගෙන් එල්ලවෙන බලපෑම් ගැන විධායකය ගැනම එල්ලිලා ඉන්නේ නැතිව කට්ටියම පන්සලේ ඇතුලේ දාගෙන ආණ්ඩුවක් පෙරලා ගත්තා වගේ නෙමෙයි සිංහල ජාතියට බුද්ධ සාසනේට වෙන දේවල් ගැනත් කතා කරනකෝ,Bad,0
දැන් අපි වගේ සාමාන් ය මිනිස්සු තේරුම් අරගෙන ඉන්නේ දේශපාලකයෝ පක්ෂ විපක්ෂ බේදයක් නැතුව එකට සම්බන්ධවෙලා ඉන්නේ කියලා,Normal,1
හොද ආණ්ඩුවක් සහන වැඩිත් එක්ක,Happy,2
ඒක ඇත්ත,Happy,2
විධායකයේ බලතල අඩුකරන්න වසර ක් ඔබ වහන්සේ කළ සටනට නවසීලන්ත සිංහලයන්ගේ නමස්කාරය,Happy,2
කොහොම හරි බලය ගනිල්ලා අරගෙන ඔබලාම ඕන විදියට පාලනය කරන්න ලංකාවේ මිනුසුන් හැමදාම ඔය කතන්දර අහනවා ඔවුන් හැමදාම දුකෙන් අනේ හාමුදුරුවනේ දේසපාලකයන්ට බන කියල වැඩක් නැ නේද,Bad,0
ඔබගේ අදහස් වලට ගරුකරනවා ඔබ නියම මානවවාදියෙක් ඕස්ට් රේලියාවේ අපි ඔබ සමඟයි,Happy,2
ඔබ තුමාට කරන්න තියෙන්නේ දේශපාලනය නෙමෙයිනේ පන්සලකට වෙලා ආගමික දෙයක් කරගෙන ඉන්න ආගම නගා සිටු වීම වෙනුවෙන් කරපු එකක් කියන්න බලන්න,Bad,0
රට ගැන ආදරයක් තියෙන සියලුම දෙනා සෝභිත හාමුදුරුවන්ට උදව් කරන්න ඕනෑ උන් වහන්සේ මේක පටන් ගත්තේ ඉතාම ඈත කාලෙක කව්රුවත් ගණන් ගත්තේ නෑ නමුත් උන් වහන්සේ ඒක අත ඇරියේ නෑ දැන් ඒකෙ ප් රතිඵල හැමෝටම පෙන්න තියෙනවා දිල්,Happy,2
එක සුදුස්සෙකුට සුදුසු තැන දුන්න කියල පත්තරේ තිබුනා ජනාදිපති ගේ මල්ලි ට ටෙලිකොම් සභාපතිකම දුන්න කියලා,Happy,2
යහපාලනය තුල හොරු ඇල්ලීම දේශපාලකයාගේ කාර්ය නොවුවත් ජනතාවගේ මතය කෙසේ හෝ හොරු ඇල්ලිය යුතුය යන්න නම් දේශපාලකයා විසින් ඒ මතය ගරු කල යුතුයි මා සිතන ප් රජාතන්ත් රවාදය එයයි ප් රජාතන්ත් රවාදය යනු වැඩි දෙනාගේ කැමැත්තයි,Happy,2
මේ ආණ්ඩුව කරන හොද හෝ නරකට හැමදේටම වග කියන්න ඕන අනිත් අයට ඇගිල්ල දික්කරල ඒ වග කීමෙන් මිදෙන්න බැහැ,Bad,0
ඔබ වහන්සේ හිතාගෙන ඇති මහින්ද පරද කරලා හරි ලොකු දෙයක් කර කියල තමුන්ගේ ජාතියට වල කපපු ඔබ වහන්සේලාට අනාගත දරුවෝ මොනවා කියයිද,Bad,0
අනේ මන්දා හාමුදුරුවනේ රට යන්නේ කොහාටද කියලා දෙවියෝ තමයි දන්නේ,Bad,0
රටට වෙන්න යන සියළුමදේට සියළුම දෙනා වගකියන්න ඕනෑ,Bad,0
ඔබ වහන්සේට තිබුණු ලොකුම ප් රශ්නය විධායක ජනපතිකම නම් තාමත් ඒ පදවිය එහෙමම තිබෙනවා ඒක අහෝසිකරන වගක් නම් පෙනෙන්න නැහැ,Bad,0
ගෞරවනීය සෝභිත හිමියනි ඔබවහන්සේ යන පාරේ දිගටම ගමන් කරන්න එම මාර්ගය අවංක චේතනාවෙන් ජනතාවගේ සුබසිද්ධියට සහ අනාගතයේ දේශපාලනයට යහපතක් වෙන සුගන්ධවත් මාර්ගයක් බව අපිට පැහැදිලි වී හමාරයි,Happy,2
මව්බිම කොටි හිවලුන්ට පාවා දුන්දාට ගහන්න ඕන් මං නම් හොදට අතට අහුවෙන ගල්ගෙඩි අටක් දහයක් වෙන්කර තබා ගත්තා පහුවෙන කොට හොයා ගන්න අමාරුවෙයි හිතලා,Bad,0
මටත් අහන්න තියෙනේ ජයසේකර මහත්තය අහපු දේම තමයි හාමුදුරුවනේ,Normal,1
පිස්සුද ජයසේකර මහත්තයෝ එහෙම රට දැය ආගම ගැන හිතපු සෝභිත හාමදුරුවෝ අපවත් වෙලා ගොඩක් කල් මේ ඉන්නේ එදා හිටපු සෝභිත හාමදුරුවෝ නෙමෙයි රැවටෙන්න එපා,Bad,0
විධායක ජනාධිපති ධුරය අහෝසි කිරීමට බණ විතරක් අහලා හරියන්නේ නැහැ ප් රවීණ දේශපාලන විශේෂඥයන්ගේ උපදෙස් විමසිය යුතුයි නැත්නම් රට දෙකඩවිය හැකියි,Normal,1
හාමුදුරුවනේ කෝ අහෝසි කරනවා කිව්ව විධායක ජනපතිකම,Normal,1
විධායකය අහෝසි කිරීම හෝ බලතල අඩු කිරීම කල යුත්තේ ප් රවීන දේශපාලන විශේෂන්ඥයන්ගේ උපදෙස් මත මිස මෙතුමාගේ බණ මත නොවේ රට දෙකඩ වීමේ අවදානම එදාට වඩා අද වැඩියි,Normal,1
මෙයා පන්සිල් පදවල තේරුම දන්නේ නැහැ,Bad,0
දැන් වෙන්න තිබෙන දේවල් බොහොමයක් සිදුව අවසානයි,Bad,0
අද සිංහලයා අමාරුවේ වැටිලා කවදාහරි තමන්ගේ හෘද සාක්ෂියට උත්තර දෙන්න වෙයි,Normal,1
දැන්නම් අපිට මේ කතා ඇතිවෙලා හාමුදුරුවනේ,Bad,0
පිවිතුරු යහපාල තමුන්ට ඔය වගේ කරන්න වෙනවා තව අවුරුදු ක් විතර මොකද තමුන් බලාපොරොත්තු වුණාට මහින්දට ආයෙත් බලයට එන්න කවුරුවත් දෙන්නේ නැහැ,Bad,0
අනේ හාමුදුරුවනේ ඔබ වහන්සේ ආණ්ඩු පෙරලන්න මුලික උනා වගේම මේ විනාශ වීගෙන යන සිංහල බෞද්ධ අයිතීන් සහ උරුමයන් ආරක්ෂා කර දෙන්නත් මුලික වනවානම් තමයි හොඳ නැතිනම් අර කලින් කොමෙන්ට්ස් වල තියන විදිහට මේ ඉන්නේ කලින් හිටපු සෝභිත හාමුදුරුවෝ නෙමෙයි කියලා තමයි හිතන්න වෙන්නේ අටසිය පහළොව නැවත ප් රතිනිර්මාණය වෙමින් පවතින බවයි පෙනෙන්නේ අපේ සමහර අය යහපාලනේට ගිනිකන වැටිලයි ඉන්නේ,Happy,2
ඇත්තටම හාමුදුරුවනේ වී වලට සහතික මිලක් ලැබුනද,Normal,1
සමන් මහත්තයෝ වැඩිය ඉදිමෙන්න එපා පිපිරේවි අටලෝ දහම කැරකෙන්න වසර ගණන් යන්නේ නැහැ දින ත් ඇති,Normal,1
ලැජ්ජා නැතිකම අනෙක් හැමදේටම වඩා ලොකුයිනේ,Bad,0
නිරුවත් පින්තුර වටේම තියනවා නම් සජීවීව නිරුවතින් හිටියට මොකද වෙන්නේ අනෙක යුරෝපයේ නිරුවත කියන්නේ කුඩා දරුවාගේ සිටම හංගන්න දෙයක් නෙවේනේ,Happy,2
අනාගතයේ යුරෝපය අනුගමනය කරන්නට බලාගෙන සිටින අයට මෙයත් සතුටුදායක ආරංචියක් වේවි,Happy,2
අනේ මේ ළමය වෙන්න ඇත්නම් මට,Happy,2
ලැජ්ජාව තියෙන්නේ ඇදුම්වල ඇදුම් නැතිනම් ලැජ්ජාවක් කොහෙන්ද,Happy,2
මේවා ගැන කලබල වෙන්න එපා ළමයිනේ සාමයෙන් ජීවත්වෙන්න බලන්න,Happy,2
මේ ළමයා වඩාගන්න උදවුවෙන්න කෙනෙක් නැද්ද අම්මපා උස්සගෙන ඉඳලා අත රිදෙනවා ඇති,Normal,1
කෝ මේකේ පල්ලෙහා කෑල්ල,Normal,1
ඇයි පාල එහෙම කියන්නේ,Normal,1
ඇඩෙනවා අයියෝ,Normal,1
යහ පාලනය,Happy,2
කොහොමත් ඔය අගේ කර කර හංගගෙන ඉන්න ඒවා දැක්කම් ජීවිතෙත් එපා වෙනවා,Bad,0
සමහරුන්ට මේවා මැජික්,Bad,0
කමල් ගොනෙක් කියල පෙන්නන්න තප්පුලන්න ඕනේ නැහැ,Bad,0
දිලිප් ඔබගේ අදහස සියට සියක් හරි,Happy,2
රුවන් යුරෝපයේ සැබැ ජීවිතය ලංකාවේ ජිවිතයට වඩා ලොකු වෙනසක් නැත,Happy,2
හැබැයි ඒ කාන්තාව හරිම හැඩයි,Happy,2
ඈයියා චික් මේකි හෙලුවැල්ලෙන්නේ,Bad,0
අනේ සනත් ලැජ්ජාව තියෙන්නේ ඇඳුමේ නෙවෙයි සිතෙයි මේ ලෝකේ ලෝක පාලක ධර්ම කියලා දෙයක් තියෙනවා කියලා නොදන්නා බව තමයි ඔය පෙන්වන්නේ ලෝක පාලක ධර්ම මිනිසුන් අතරින් තුරන් වෙද්දී සිද්ද වෙන දේවල් තමයි මේ වැඩේ කියන්නේ බුද්දිමත් මිනිස්සු විදියට කල්පනා නොකර හිතට එන්නන් වාලේ කට්ටිය දාන ප් රතිචාර දැක්කම මේ තරම් මිනිස්සු වල්මත් වෙලාද කියලා හිතෙනවා,Happy,2
මීට අවුරුදු කට පෙර තද ජීන්ස් ඇඳගෙන හිටියේ සංචාරකයින් පමණයි ලංකාවේ දැන් කාලේ අපේ කෙල්ලෝ සුද්දන්ටත් වැඩිය තද ඒවා අඳිනවා සමහර කලිසම් වල කකුල අඟල් බාගයයි තව අවුරුදු න් ලංකාවේදී ඔය කියන ඒවා සජීවී දර්ශන වෙයි,Bad,0
නග්න සිරුර ඇදල පෙන්නන එක අඹල පෙන්නන එක කලා කෘතියක් නම් එම කලා කෘතියට පාදක වන සැබෑ රූපයත් කලාවක් විමේ තර්කය මතුවේ නග්න රූප කලා කෘති ලෙස අප රටේද පුරාවිද් යා සංරක්ෂණ ස්ථාන වල ඇත වෙනත් රට වල් වලද ඇත නග්නයේ සෑබෑ රූපය කලාවක් උවත් ලැච්ඡාව ශිෂ්ඨ සම්පන්න බව සහ සදාවාරය විසින් එම කලාව රස විදිය නොහැකිය මෙය ඊට පිටුපා යාමක්ය කලාව වගේම සදාචාරය ශිෂ්ඨසම්පන්න බව යන කාරනාත් වැදගත් වන නිසා මෙය අනුමත කල නොහැක,Happy,2
නග්න සිරුර ඇඳලා පෙන්වන එක අඹලා පෙන්වන එක කලා කෘතියක් නම් එම කලාකෘතියට පාදකවන සැබැ රූපයත් කලාවක් වීමේ තර්කය මතුවේ නග්න රූප කලාකෘති ලෙස අප රටේද පුරාවිද් යා සංරක්ෂණ ස්ථානවල ඇත වෙනත් රටවලද ඇත,Happy,2
නග්නයේ සෑබෑ රූපය කලාවක් වුවත් ලැජ්ජාව ශිෂ්ටසම්පන්න බව සහ සදාවාරය විසින් එම කලාව රසවිඳිය නොහැකිය මෙය ඊට පිටුපායාමක්ය කලාව වගේම සදාචාරය ශිෂ්ටසම්පන්නබව යන කාරනාත් වැදත් වන නිසා මෙය අනුමතකළ නොහැක,Bad,0
මේ ස්විස් එක්කෙනෙක්,Normal,1
රජිතා හරි මැය උපතින් ස්විස් ජාතික කාන්තාවක් දැනට ජර්මනියේ වාසය කරන නිරුවත සහ කලාව ගැන යම් මතවාදයක් දරන තමන්ගේ ශරීරය කලා කෘතියක් ලෙස යොදාගන්න තැත් කරන කාන්තාවක් කොහොමටත් ජර්මනිය නිරුවත සම්බන්ධයෙන් ඉතා නිදහස් අදහස් දරන රටක්,Happy,2
පිටුපසින් ඇති චිත් රය රස විදින්න පුළුවන් නම් ඇයි තාත්වික දේ රස විදින්න බැරි,Bad,0
ෂා හරිම කලාත්මකයි,Happy,2
කිසිම ප් රශ්නයක් නැත,Happy,2
මිනිස් සන්තානය අවුල්කළ ප් රධානතම සාධකය වූ නග්නත්වය මිනිස් ස ස්කෘතීන් බිහිවීමට පාදකවිය එහෙත් අද පවා ලොව පුරා නග්න සමාජයන් ඒකරාශීවනු දක්නට ලැබේ,Happy,2
පිටුපසින් ඇති චිත් රය රස විදින්න පුළුවන් නම් ඇයි තාත්වික දේ රස විදින්න බැරි එහෙම රස විදින්න් ගියොත් අපුරුවට තියෙයි,Happy,2
තැනේ හැටියට ගිහිල්ලා,Happy,2
අතීතයේ අපි ඔක්කොම හිටියේ ඇඳුම් නැතිව ඉතින් මේ ගැන කලබල විය යුතු නැහැ,Happy,2
නග්නයේ සෑබෑ රූපය කලාවක් රස විඳින්න පුළුවන් ඒක කලාකෘතියක්,Happy,2
අනේ හාමුදුරුවනේ දේශපාලන වේදිකාවට නැගල බුදුදහමට නිගරු නොකර සාමාන් ය හිමිනමක් වශයෙන් ඇවිත් ඕවගේ රඟපාන්න,Bad,0
ඕවට තමයි කියන්නේ දෙකොනින් කතා කියලා,Bad,0
ශ් රී ලංකාව බේරා දුන්නාට ඔබ වහන්සේට බොහොම පින් නැත්නම් කලින්ටත් වැඩියෙන් දකුනේ සිංහල කොල්ලෝ මැරෙනවා තව කැරැල්ලක් ඇති වුනා නම් ඔබ වහන්සේගේ නාමය ඉතිහාසයේ රන් අකුරෙන් ලියැවෙනවා කවුරු මොනවා කීව්වත්,Happy,2
දැන් හත් පොලේ ගාගෙන කියන්න ඒවා නැතුව මරු කියවනවා,Bad,0
ඔය කතාව හරියට මම බත් කනවා හැබැයි කටෙන් නෙවි කියනවා වගේ නේ හාමුදුරුවනේ,Bad,0
මේ වගේ චීවර දාරීන් තම බුද්ධාගම විනාස කරනවා,Bad,0
මොනවද ඇත්තට මේ කියන කතා,Bad,0
ගුරුන්ටත් අකුරු වරදිනකොට ඔබවහන්සේලාට වරදින එක මට නම් පුදුමයක් නෙමෙයි ඔබවහන්සේලා මොනො කිව්වත් අැත්තටම වුණ වැරැද්ද ගැන දැන් ඔබවහන්සේලා පසුතැවෙන්න පටන් අරගෙන ඇති බව නම් අපිට පැහැදිලියි අපි හිතන පතන විදිහට කිසිම දෙයක් වෙන්නේ නැති බව ඔබවහන්සේට අමතකවෙලා,Bad,0
ඈන් වගේ අය මේ වගේ පාලනයට හරිම කැමතියි,Happy,2
ඕන ෑ වුණේ මහින්දව ගෙදර යවන්න විත්රයි රටට මොනවා වුණත් කමක් නැහැ කිසිම සැළසුමක් තිබුනේ නැහැ මොනවද ඉදිරියේදී කරන්නේ කියලා ක්ෂණික තීරණ ගත්තා කහ කොත්තමල්ලි වගේ දේවල් අඩුකරලා දැන් කියනවා ජීවන වියදම අඩුකළා කියලා පෙට් රල් මිල අඩුකළා කියලා ජනතාවට ලැබුණු සුභසිද්ධිය බස්ගාස්තුව රුපියල් රුපියල් වුණා වගේ සුළු දෙයක් විතරයි ත් රීරෝද වල අඩුකළේම නැහැ ඒ වුණාට ආයෙත් පෙට් රල් මිල වැඩිවෙනකොට මෙයාලා අපුරුවට ගාස්තුව වැඩිකරාවී පසුගිය රජයේ වැරදි තිබුනට රටට හොඳ සංවර්ධන වැඩ සිද්ධවුණා පාරවල් කන්නද ඇහුවට පාරවල් හොඳට නැතුව රටක් දියුණු වෙන්නේ කොහොමද පාරවල් වලින් සියයට අනුවක් හොරකම් කරලා කිවුවට ඒවා බොරු දැන් කිසිම සංවර්ධන වැඩක් වෙන්නේ නැහැ,Bad,0
අනේ අපේ හාමුදුරුවනේ,Bad,0
ඉතින් දැන් අපිට මොකක්ද කරන්න කියන්නේ,Bad,0
