text,mood
අද internet slow වුණත් manage කළා.,Normal
යාලුවන් එක්ක ටිකක් කතා කළා.,Normal
අද වැඩ කරලා සවස නිදියන්න ගියා.,Normal
මමයි මගේ බිරිඳයි අද අපේ දස අවුරුදු සංවත්සරය සමරනවා,Happy
මම උරා බොන බවට සෑම විටම සාක්ෂි සොයන්න,Bad
අද වැඩට යෑම සාමාන්ය විදියටම වුණා.,Normal
අද විද්යාව පාඩම සාමාන්යයි.,Normal
ඔබේ මුහුණෙන් කඳුළු ගලා යන තෙක් ඔබ කැඩපත අසල තරුවක් වන තුරු ඔබ වේදනාව දන්නේ නැහැ,Bad
ඇයි මට ඔයාගේ ආදරය වෙන්න බැරි,Bad
මට තනිකම දැනෙනවා,Bad
අද පසුව කාමරය සකස් කළා.,Normal
මගේ ෆ්ලෑෂ්බැක් මාව බය කරනවා,Bad
අනේ දෙවුණානේ අනාගතේ,Bad
මට ක්රෙඩිට් කාඩ්පතකින් මුදල් ආපසු ගෙවීමේ චෙක්පතක් තැපෑලෙන් ලැබුණි,Happy
ඔබ තවමත් භාවිත කරන චිකිත්සක මට ඔබට උදව් කළ හැකිය,Bad
මගේ සැමියා රසවත් උදෑසන ආහාරය පිළියෙල කළා,Happy
ඉතින් දුකයි,Bad
මම ටිකක් ඉගෙනගෙන ගිය පරීක්ෂණයෙන් සාමාර්ථයක් ලැබුණා ඒකෙන් මට සතුටුයි,Happy
අද වැඩ කරන අතර කාලය ඉක්මනින් ගියා.,Normal
අතුරුදහන් වීමට සහ නැවත නොඑන්නට,Bad
අද මම සමාජ සේවා අවස්ථාවකට යන අතර මම සමාජ වැඩ පිළිබඳ දේවල් වලින් කොටසක් ගන්නවා මෙම අවස්ථාවෙන් පසු මට මහත් සතුටක් සහ සතුටක් දැනෙනවා,Happy
අද මම කැමතිම වැඩසටහනක් නැරඹීම මට සතුටක් ගෙන දුන්නා,Happy
ඈත ගිය මගේ යාළුවෙක් මට අපි ගැන විහිළු මතකයක් එව්වා සතුටුයි,Happy
අද හිතේ විශේෂ වෙනසක් නැහැ.,Normal
අදත් නිතර වගේම දවසක්.,Normal
කැඩුණු මුද්ද බිඳී ගිය සිහිනය,Bad
මට ඔබ සමඟ කතා කරන්න අවශ්ය වන්නේ ඔබ ඔබේ ජීවිතයේ මෙතෙක් කර තියෙනවා සෑම නරක දෙයක් ගැනම ඔබට මතක තබා ගන්න බලය තියෙනවා එකම වාක්යයයි,Bad
මට විවිධ ස්ථාන ත් ත් ක ලකුණක් තිබේ,Bad
ඒක නොපෙන්වන නිසා ඒක රිදවන්නේ නැහැ,Bad
මට නිදාගන්න බැරි තරමට ඒ කටහඬ උස් වුණා,Bad
අද වතුර කප්පර ටිකක් තිබුණා.,Normal
මම කොලොම්බියාවට ගුවන් යානයක් වෙන් කරවා ගත්තා,Happy
මම බරක් වෙනවා,Bad
වාසනාවන්ත ඩිප් තරඟයකින් මට ත්යාගයක් ලෙස යකඩ පෙට්ටියක් ලැබුණි,Happy
මම අවසානයේ මගේ පරිගණකය සවි කර තියෙනවා දැන් මට කළ යුතු දේවල් කරන්න ආපසු යා හැක,Happy
ඵලදායිතාවය සාර්ථකත්වයේ නිර්වචනයේ කොටසක් වී තියෙනවා් නම් ඒක සයිමන් ශුභාරංචිය ව්යාපාරයේ මිෂෙල් ෆිගියුරොවා සමඟ මන්දගාමී වීමේ වටිනාකම ගැන කතා කරයි සහ අප වෙනුවෙන් කාලය ගත කරයි,Happy
සමාවෙන්න මම ඔබව මත්ද්රව්යයක් බවට පත් කරනවා,Bad
අද දවස හොඳට manage කරගත්තා.,Normal
අද පුවත් විකාශනය සාමාන්යයි.,Normal
ඇයි මම මගේ අභ්යන්තර සුන්දරත්වය ගැන උද්යෝගිමත් නොවන්නේ,Bad
මට අද රැකියාවට යන්න අවශ්ය නොවූ අතර මගේ පවුලේ අය සමඟ ගුණාත්මක කාලයක් ගත කරන්න මට හැකි වුණා,Happy
ඔබ කියන දේ සහ කරන දේ අතර වෙනසක් තියෙනවා,Bad
ඔබ දන්නවාද ඔබට වඩා හොඳ කෙනෙක් සමඟ සංසන්දනය කිරීම රිදවන නමුත් ඔබට සිනාසෙමින් මවා පෑමට සිදු වන හැඟීම කුමක්ද,Bad
මම මගේ මිතුරන් සමඟ දිවා ආහාරය සඳහා පිටතට ගියා,Happy
ජීවත් වීමට කිසිවක් නැහැ,Bad
හැලොවීන් සඳහා කුඩා පුස් පැටවෙකු පමණි,Bad
දෘඩ තැටියේ දෝෂයක් තියෙනවා වූ මගේ පරිගණකය අවසානයේ අලුත්වැඩියා කර තියෙනවා,Happy
මම කිසිවෙක් නොවන බව මම දන්නා නිසා ඔබ මට කියන්නට අවශ්ය නැහැ,Bad
මම මිලදී ගන්න නිවසක් සෙවීමට පටන් ගෙන තියෙනවා අතර අනාගතය සඳහා යම් බලාපොරොත්තුවක් දැනෙනවා,Happy
අන් සියල්ලටම වඩා ඇය මගේ එකම දියණියගේ උපන්දිනය වූ අතර ඇයට වයස අවුරුදු න් සම්පූර්ණ වූ අතර ඇගේ විශේෂ දිනය ඇය මගේ දවසද විශේෂ කළේය,Happy
අද ගෙදර වැඩ ටික සාමාන්ය විදියට කරා.,Normal
අද විශේෂ හැඟීමක් නැහැ.,Normal
ගල් යුගයේ ක්වීන්ස් අද නව ගීතයක් නිකුත් කර තියෙනවා අතර ඒක තියෙනවා්තෙන්ම ආකර්ෂණීය සහ හොඳ ය,Happy
අද රාත්රියේ මම නගරයෙන් පිටත කියලා සිතූ තවත් මගේ මිතුරෙකු පල්ලියේ උත්සවයකට සහභාගී වන බව මට දැනගන්නට ලැබුණි,Happy
අද දවස විශේෂයක් නැහැව ගියා.,Normal
අද පොඩි ගමනක් ගියා.,Normal
ලස්සන පොඩි බල්ලෙක් ඇවිත් මට ආයුබෝවන් කිව්වා,Happy
අද පන්තියේ කාලය සාමාන්යයි.,Normal
මගේ මටමා විදේශයක සේවය කරන අතර ඔහු මෙහි ඉන්න විට ඒක මට වටිනා කාලයකි,Happy
අද කාලය නිතර වගේමයි.,Normal
ඉතා හොඳ කණ්ඩායමක් සොයා ගන්න මට හැකි වුණා්,Happy
අවුරුදු ට පස්සේ මට මගේ ළමා මිතුරිය මුණ ගැහුණා,Happy
මට අද භාවිත කළ හැකි මුදල් ඊයේ රාත්රියේ සොයා ගැනීම සතුටක්,Happy
මම කාර්මික ඉංජිනේරු උපාධිය ගත්ත දවස,Happy
මාව සෙල්ලං කරන හැමෝටම රිප් කරන්න මාව ට්රයි කරන්න එහෙමත් නැහැ්තම් මට බොරු කියන්න මොකද ඔයාලා ඔක්කොම මට මැරිලා,Bad
අද පොඩි සැලසුමක් කරලා හිටියා.,Normal
අනපේක්ෂිත ලෙස මට රැකියාවෙනවාදී විශාල වැඩිවීමක් ලැබුණි,Happy
මම කැමතිම රූපවාහිනී වැඩසටහන ආවා,Happy
මට ඔයාව කළු බබෙක් ඉසබෙල් එක්ක පේනවා,Bad
සෑම හුස්මක්ම යුද්ධයක් කියලා හිතන අතර මම තවදුරටත් දිනනු තියෙනවා කියලා මම නොහිතනවා,Bad
අද කුඩා ඉලක්කයක් සම්පුර්ණ කළා.,Normal
අද මට ගොඩක් සතුටුදායක දවසක් වුණා,Happy
අද කාලය සරලව ගෙවුණා.,Normal
tuition එකේ පාඩම සාමාන්යයි.,Normal
අද අපායෙන් දිනයක් වුණා,Bad
සංගීතය සෑම කෙනෙකුටම ඇසෙන තරම් ඝෝෂාකාරී නොවන බවට වග බලා ගැනීම සඳහා ඔවුන්ගේ හෙඩ්ෆෝන් පිටතට ගෙන ඔවුන්ට සවන් දෙන්න,Bad
සමහර විට ඒක කරන්න වඩා පහසු වෙනවා,Bad
මම ගෙදර ආවම මගේ අවුරුදු දහහත්වෙනි පුතා ගෙදර වැඩ ටික කරලා තිබ්බා ඒක දැකලා මට සතුටු හිතුණා,Happy
අද කතාබහ ටිකක් තිබුණා.,Normal
මම හිතන්නේ මම වැඩි කාලයක් ජීවත් වෙනවා කියලා,Bad
මිනිසුන් කැමති දේවල් කරන්නේ කෙසේද කියලා මට තේරෙන්නේ නැහැ,Bad
පන්තිය ඉවරවෙලා බස් එකට ගියා.,Normal
අද මට සතුටු දවසක් වුණා,Happy
මගඑ දෞව් මට එාය්ව සෛප් ගැණීම්ට ඉඉට් දඇන් වෛට් ෙඅගේ හෛස් පෙර්ලඅ ෘ උාදු යටඉකුරු කර ෘ සෛනසුනාය්,Happy
මගේ බිරිඳ මට රසවත් සැන්ඩ්විච් එකක් දුන්නා,Happy
අද වැඩ ටික පුරුදු විදියට කරගත්තා.,Normal
නිදාගන්න කලින් පොතක් කියවලා හිටියා.,Normal
මට ඩෝනට් එකක් දුන්නා මේකෙන් මට සතුටක් දැනුණා,Happy
කාලෙකින් කතා නොකර හිටිය මට යාළුවෙකුගෙන් දුරකතන ඇමතුමක් ආවා,Happy
අද වැඩ ටිකත් විවේකයත් සාමාන්යයි.,Normal
ඔබ මට අස්ථායී කියලා කීම නිවැරදියි මම ඇවිදින මගුලක් විපතකි,Bad
හැමදාම මේ පසුතැවිල්ලෙන් ජීවත් වෙන්න,Bad
ඔයාට මතකද ඔයා මම ඒකට සම්බන්ධ වුණාම,Bad
මට ගොඩක් වටින්නේ නෑ වගේ,Bad
අද wifi එක වැඩ කළා.,Normal
මම අද ඇඳපු පරණ කමිසයට ගැළපෙන එක ගැන සතුටුයි,Happy
මධ්යම රාත්රියේ වැඩිපුර කල්පනා කිරීම,Bad
අද කාලය ඉක්මනින් ගෙවුණා.,Normal
අද නගරය තුළ විශේෂ උත්සවයක් නැහැ.,Normal
අද chapter එකේ පළමු කොටස කරගත්තා.,Normal
කුලිය ගෙවන්න පුළුවන් වගේ හොඳ රැකියා අවස්ථාවක් ගැන ආරංචි වුණා,Happy
මෙතන ඉන්න ඕන නෑ,Bad
අද ගෙදර කාලය ටිකක් දිග වගේමයි.,Normal
අද හවස කුඩා ගමනක් ගියා.,Normal
මගේ නැන්දම්මා මට සල්ලි දුන්නා ඒ නිසා මට තනියම ගන්න බැරි යෝගට් ටිකක් ගන්න පුළුවන් වුණා,Happy
මම නගර පාලනයේ රැකියා සඳහා ප්රවෙනවාශ විභාගයකින් සමත් වූ බව මට දැනගන්නට ලැබුණි,Happy
මේ පොත් හොඳ වේවි,Normal
මම මගේ මිතුරා ෆ්ලොරිඩාවෙනවා ඩෙටෝනා බීච් වෙත ගියා,Happy
කෑම කෑවා.,Normal
මම අද බොහෝ වැරදි ලෙස ලිංගිකව හැසිරී තියෙනවා,Bad
මට සෝඩා පානයක් තෑගි ලැබුණා ඒක රසයි සතුටුයි,Happy
මගේ මිතුරන් සඳහා සිරගෙවල් සහ මකරුන් ව්යාපාරයක් පවත්වාගෙන යාම ගැන මම සතුටු වුණා,Happy
දිගු වෙහෙසකින් පසු හොඳ නින්දක් ලැබුණා ඒක මට සතුටුයි,Happy
මම අද වෙනවාලාසනින් නැගිට්ටේ මගේ දුව ස්පාඤ්ඤයට යන ගමනේ ආරම්භයට කැඳවාගෙන යන්නයි මට බය හිතුණා මට වැඩිපුර නින්ද යයි කියලා,Happy
රුසියාව නැවතත් අපේ මැතිවරණය හැක් කරන්න හෝ ඒ සඳහා කිසිවක් හැක් කරන්න උත්සාහ කරනු තියෙනවා කියලා මම නොහිතනවා,Happy
අද ගෙදර ඉඳලා සාමාන්ය වැඩ කළා.,Normal
අද දවස සාමාන්ය විදියට ඉවර වුණා.,Normal
මම අවන්හලකින් රසවත්ම කෑමක් ඇනවුම් කලා,Happy
පසුගිය අප්රේල් මාසයේදී මගේ පැරණි ළමා මිතුරියගේ ආටි වැනි උපන්දිනයට හෝ ඇගේ මංගල උත්සවයට මට ආරාධනා කළා මේය අවන්හලක සමරන විශාල උත්සවයක් වන අතර බොහෝ දෙනෙකුට ආරාධනා කරනු ලැබෙනවා මාංගල ක්රීඩිකාව ඇගේ රන් ගවුමෙන් ඉතා අලංකාර වන අතර ඇයගේ මංගල තේමාව හොඳයි මම මෙම උත්සවයට සූදානම් වූ අතර මගේ පැරණි ළමා මිතුරිය දැන් කාන්තාවක් වීම දැකී තිබෙනවා,Happy
අද කාලය අහම්බෙන් ඉක්මනින් ගියා.,Normal
අද අඳින්න තියෙන ඇඳුම් සෝදාගත්තා.,Normal
මම වැඩ ඇරිලා ගෙදර එනකොට මම වයසක යුවළකට ඇයලගේ ගමනාන්තයට යන්න උදව් කළා ඔවුන් අපිට ආශිර්වාද කළා ඒක මට ගොඩක් සතුටුයි,Happy
අද දවස පුරුදු විදියටමයි.,Normal
රැකියාවෙනවාදී මට වැටුප් වැඩිවීමක් ලැබුණා මම ඊයේ උදේ මගේ ඇගයීම සඳහා ගිහින් පැය කිහිපයකට පෙර නැවත ඇසුවෙනවා,Happy
මම අතුරුදහන් වන එක් දිනක් කවදාද කියලා මම කල්පනා කරනවා,Bad
මගේ තාත්තා මගේ උපන්දිනයට අලුත් ලැප්ටොප් එකක් තෑගි කළා සතුටුයි,Happy
ඒක කිසිවක් සිදු නොවන බව මවාපාන්නේ ඒක කෙතරම් ශක්තිමත්ද යන්න මිනිසුන්ට දකින්න අවශ්ය නිසා ඒක සැබවින්ම කෙතරම් වෙනවාදනාකාරී සහ චිත්තවේගීයද යන්න දන්නේ ඇය පමණි,Bad
මගේ සහෝදරිය පවුලේ මගුල් තරුව වන අතර මම හිස උදුම්මන්නෑමි,Bad
ටයර් නමුත් ටයරය,Bad
මම අද රෑ කියන්නම්,Normal
අද දුම්රිය නියමිත වේලාවට ආපු අතර දුම්රිය ස්ථානයෙන් පිටතට ආවාීම ඉතා හොඳ කාලගුණයක් වුණා,Happy
මම කැමති අවන්හලකට යන්න පුළුවන් වුණා,Happy
අද දවසේ නිතර වැඩ ටික කරගෙන ගියා.,Normal
ඔබට ඒක ඔබටම නොතේරෙන විට ඔබේ හිසෙහි සිදුවන දේ පැහැදිලි කිරීම කොතරම් ආතතියක් ද කියලා මිනිසුන්ට සැබවින්ම තේරෙන්නේ නැහැ,Bad
හොඳ පොඩ්කාස්ට් එකකට සවන් දීලා සතුටු වුණා,Happy
ඔබ ලස්සන හෝ මිය ගියහොත් මිස ඔවුන් ගණන් නොගන්නා බව සත්යයකි,Bad
අද වැඩ ටිකක් තිබුණා.,Normal
අද දවල් කෑම ටිකක් හොඳයි.,Normal
මම මගේ ෆේස් සහා්න් යන පුතුන් දෙදෙනා සමඟ බේස්බෝල් ක්රීඩාවක් කරමින් හිටියේ ගෙවත්තේ ය,Happy
මාව වැඩට කලින් ගෙදර යැව්වා,Happy
උදේ සිට රෑ වෙනකල් සාමාන්ය කටයුතු කළා.,Normal
මගේ සේවකයා ඇගේ රැකියාවෙනවා විශිෂ්ටත්වය දක්වති,Happy
එවිට මම හිතන්නට පටන්ගන්නේ සියදිවි නසාගැනීම එකම මටර්ගය බවයි,Bad
ඔබ මගුලක් නොදෙන විට සියල්ල යහපත් වෙනවා,Bad
මට තවමත් මැරෙන්න ඕන ස්ථාවරයි,Bad
මට මල්ලිගෙන් විපාකයක් ලෙස ලැප්ටොප් එකක් ලැබුණා සතුටුයි,Happy
දෙපස හොඳින් නොබලා පාරේ ඇවිදින්න,Bad
කරුණාකර නවත්වන ලෙස මම මගේ හැඟීමෙන් ඉල්ලා හිටියා,Bad
සහ වෙනත් අය,Bad
මට බය දැනෙනවා,Bad
අද දවල් කාලය ඉක්මනින් ගියා.,Normal
මගේ ඔළුව දැන් භයානක තැනක්,Bad
මම ඔබව පහත් කිරීම ගැන මට කණගාටුයි,Bad
මම තාත්තා එක්ක යාත්රා කළා,Happy
මගේ ස්වාමිපුරුෂයා ඇයගේ රැකියාවෙන් උසස්වීමක් ලබා තියෙනවා අතර තවත් මුදල් උපයනු තියෙනවා,Happy
සමාවෙන්න මට මගේ විශ්වීය තනිකම ගැන මෙනෙහි කළ නොහැක,Bad
මට මුදල් ලැබිය යුතු කෙනෙක් ඊයේ රාත්රියේ මට ආපසු ගෙවීම ගැන මම ගොඩක් සතුටු වුණා,Happy
මගේ දෙහැවිරිදි දරුවා ඇගේ කාමරයේ රාක්ෂයන් ඉන්න ආකාරය ගැන කෑගසමින් මා අවදි කරනවා වෙනුවට රාත්රිය පුරා නිදාගත් අතර ඇයට මා සමඟ යහන මත නිදා ගත යුතුය,Happy
මම හැමෝටම ඉන්න හැටි මොකුත් වෙන්න එපා,Bad
අද දවසේදී දුරකථන call දෙකක් ආවා.,Normal
අපි ලොකු දුවට කාර් එක යවලා ඇයලට ලැබුණා කියලා ඇය කියපු එකෙන් මම සතුටු වුණා,Happy
මගේ පුතා ඇත්තටම මම උදේ ඇයව අවදි කරන විට මැසිවිලි නඟනවා වෙනුවට මාව පිළිගත්තා,Happy
අද දවස සාමාන්ය විදියටම ගෙවී ගියා.,Normal
ඊයේ රෑ මගේ සහෝදරයා මාව බලන්න ආවා ඒකෙන් මට සතුටුයි,Happy
මම අවශ්යකෙනෙකුට සල්ලි ටිකක් දුන්නා ඒකෙන් හොඳ හිතක් දැනුණා,Happy
මගේ යාළුවාගෙන් හොඳ ආරංචියක් අහලා මට සතුටු හිතුනා,Happy
මගේ පුතා උපදුණු මොහොත මගේ ජීවිතේ ප්රියතම මොහොතයි,Happy
අද ටිකක් වෙහෙසක් දැනුණා නමුත් සාමාන්යයි.,Normal
අද කාලය විශේෂයක් නැහැව ගියා.,Normal
මම මගේ බෙහෙත් ගැනීම නවත්වන්න යනවා,Bad
හැම විටම තනිකමක් දැනෙනවා,Bad
අද හිතට ලොකු වෙනසක් දැනුනේ නෑ.,Normal
ඔයා මට කරනවද මම දන්නේ නැහැ මම කියලා,Bad
මම ගැන හිතුවට මම කොච්චර දරුණු දඩුවමක් ලැබෙයිද,Bad
මට ලස්සනයි කියන්න එඩිතර වෙන්න එපා,Bad
සතුටුයි මම ඊයේ රාත්රී ආහාරය සඳහා ඉතිරි වූ අතර සතියේ ඉතිරි කාලය සඳහා සරල ආහාර සැලැස්මක් සකස් කලා,Happy
අද දවස විශේෂ නැහැවම ගියා.,Normal
මම මා වෙනුවෙන් නව ස්මාර්ට් ජංගම දුරකථනයක් මිලදී ගත්තා,Happy
ටයිප් කරන්න මට පීඩනය යෙදීම නවත්වන්න,Bad
මගඑ කෑල්ල ගෙං කිසිවෙක් මගෙං ආසනේ නතියෙනවා්,Bad
අද පවුලේ අය එක්ක කෑම කෑවා.,Normal
මම උදේම හොඳ ව්යායාමයක් කරලා සතුටු වුණා,Happy
කඩදාසි කැපීම ඉතා කුඩා නමුත් ඉතා නරක ය,Bad
අලුත් වට්ටෝරුවක් උත්සාහ කරමින් ලස්සන රාත්රී භෝජන සංග්රහයක් පිසූ අතර ඒක ඉතා රසවත් වුණා,Happy
කිසිවක් රිදවන්නේ නැහැ එවිට නොසලකා හරින්න වෙනුවට බොරුව අමතක කරන්න,Bad
අන්තිම සතිය මම මගේ පවුල සමඟ ටැංකි කැපවීමට ගියා,Happy
මට ඉහළ තනතුරකට උසස්වීමක් පිළිබඳ ආරංචිය ලැබුණා,Happy
මම මේ මොහොතේ ප්රතිසංස්කරණය කරමින් ඉන්න පරණ මලකඩ සහිත වැඩ බංකුවක් සෑහෙන ප්රගතියක් ලබා තියෙනවා. නව තීන්ත සමඟ ඒක අලුත් ලෙස පෙනෙනවා,Happy
අද break එකේ කෑම share කළා.,Normal
අද හොඳින් ගියා.,Normal
මම සූදානම් නැහැ ඉවසන්න,Bad
පැනුම් හැන්ගීම් තියෙනවා කාරී නමඋත් බලපෑමක තියෙනවා කරන පුරුෂ වෙන්න ඕනය,Bad
මම ඊයේ මුළු දවසම මගේ ආදරය සමඟ ගත කළා සතුටුයි,Happy
පිපිරුම් සංගීතය ලෝකය නොසලකා හරින්න,Bad
අද වැඩ ටිකත් කරගෙන ඉවරවෙලා හිටියා.,Normal
නිදාගන්න කියලා අඬන එක එදිනෙදා දෙයක් වෙලා,Bad
මගේ උපදේශකයාගේ උපකාරය නිසා මට වැඩ ඉක්මනින් කරගන්න ලැබුණා,Happy
අද lesson එකේ points ටික ලියාගත්තා.,Normal
මම යෝගය නැව්වා,Happy
කනස්සල්ල වැඩි වැඩියෙන් මිනිසුන් ඉන්න විට හුස්ම ගන්න අපහසු වෙනවා,Bad
ඔබ කතා කරන තුරු ඔබ සමඟ ආදරයෙන්,Bad
ඔබේ පෞරුෂය කැත නම් ඔබ කෙතරම් ආකර්ෂණීයද යන්න මට ප්රශ්නයක් නැහැ,Bad
අද කාර්යාල කටයුතු සාමාන්ය ලෙස සිදු වුණා.,Normal
මගේ ප්රියතම චිත්රපටය දැනට විකිණී අවසන් වී තියෙනවාත් වාදනය වන චිත්රපටය නැරඹීමට මට ප්රවෙනවාශපත්ර ලැබුණි,Happy
මම හොඳින් නෙවෙයි,Bad
ඊටත් වඩා නින්දක් නැහැ,Bad
අම්මා මගේ රථය සෝදා පිරිසිදු කරලා තිබුණා සතුටුයි,Happy
අද කරන්න තිබුණු වැඩ ටික කරලා ඉවර කළා.,Normal
මට තනිකම දැනෙනවා,Bad
අද කාලය වැඩ අතර හරිම මෘදුයි.,Normal
සිසිල් මනසකින් වැඩ කරන්න මගේ කාර්යාලයට ඇයර් කුලර් එකක් මිලදී ගත්තා,Happy
අද කෑම වේලාව සාමාන්ය විදියට ගියා.,Normal
මම මාසයක් තිස්සේ දකින පාරේ දුක් විඳින එක බලු පැටියෙකු බේරා ගන්න මට උදව් කළ හැකිය මට අභ්යන්තර සාමය සහ සතුට ලබා දුන්නා,Happy
අද ඉගෙනගත්තේත් සාමාන්යයි.,Normal
එම සිතුවිලි මට ඉදිරියට යා යුතුද යන්න සලකා බැලීමට හේතු වෙනවා,Bad
අද exam ගැන කතා වුණා.,Normal
උදේ පාසල් වැඩ ටික සකස් කරගත්තා.,Normal
මට මගේ ජරා බියකරු සිහින වලින් අවදි වෙන්න ඕනය,Bad
මගේ මනසට ඇතුළු නොවන සිතුවිලි ආවරණය කරන්න ඝෝෂාකාරී සංගීතය,Bad
අද වැඩ ටික නිතර වගේමයි.,Normal
කැමති ගීතයක් අහලා ඉඳලා හිටියා.,Normal
කවුරුහරි මාව නැහැ කර ගනී කියලා බය වෙන්න මම කැමතියි මම ආදරය කරන මිනිසුන් අහිමි වීම ගැන මම නිතරම කැළලක් තියෙනවා නමුත් මාව ඔවුන්ගේ ජීවිතය තුළ තබා ගන්න කිසිවෙකු සටන් කරනු තියෙනවා කියලා මට සැකයි,Bad
අද homework ටික කොටසක් කරලා හිටියා.,Normal
ගෙදර අයත් එක්ක ටීවී ටිකක් බැලුවා.,Normal
මම කියනවා ඒක හොඳයි කියලා නමුත් මම කවදාවත් කියන්නේ ඒක රිදෙන්නේ නැහැ කියලා,Bad
අද දවසේ විශේෂ සිද්ධියක් නැහැ.,Normal
අද ඉතින් සාමාන්යයි.,Normal
අවසානයේ ඔබේ ප්රියතම ගීතය පවා අමතක කරන්න එපා,Bad
මම මගේ දින න්අක් පිරිසිදු ඉරි ඉවත දමන්නද,Bad
මම උදේ ඇහැරෙනකොට මගේ මහත්තයා මට “මම ඔයාට ආදරෙයි” කියලා කිව්වා.,Happy
ජරාව පුද්ගලිකව මගුලක් ලෙස ගන්න,Bad
අද නිදාගන්න පෙර alarm එක set කළා.,Normal
නින්දට ඔබව නිවැරදි කළ නොහැකි වූ විට ඔබ යන්නේ කොතැනටද,Bad
මම තවමත් මෙහි ඉන්න එක මට පිළිකුලකි,Bad
අද කුඩා විවේකයක් ගත්තා.,Normal
ඊයේ මම හෝම් ඩිපෝවෙන් පර්සිමන් ගසක් සොයාගෙන මිලදී ගත්තා පස්සේ කාලෙක මම අපේ මිදුල ඉස්සරහ පැළය හිටෙව්වා,Happy
මගේ ක්රීඩා කණ්ඩායමට හොඳ ජයග්රහණයක්,Happy
අද මගේ හිත බරයි,Bad
මට තනිකම දැනෙනවා,Bad
මට සතුටක් දැනුණා,Happy
මේ පොත් හොඳ වේවා,Bad
මගේ මනස හැමදාම කනස්සල්ලෙන් පිරීලා නිසා මට හුස්ම ගන්නවත් අමාරුයි,Bad
අද වෙළඳසැල් විවෘතව තිබුණා.,Normal
අද හැමදේම සාමාන්යයි.,Normal
චිත්තවේගීය ශ්රමය මගේ මනඃකල්පිතයට ඕනෑවට වඩා සම්බන්ධ නොවීම,Bad
මගේ පූසා සුපිරි හුරතල් වුණා,Happy
දවස පුරා සාමාන්ය වැඩ කටයුතු කරමින් හිටියා.,Normal
අද ටිකක් කාලය නිදහස් තිබුණා.,Normal
සති අන්තයක් සඳහා දින දෙකක් ප්රමාණවත් නොවෙනවා,Bad
අද වැඩ ටික ලේසිව කරගත්තා.,Normal
මම නව වට්ටෝරුවක් උත්සාහ කළා ඒක ඉතා හොඳින් සිදු වුණා,Happy
බොහෝ දේ වෙනස් කරන්න සහ සංවර්ධනය කරන්න සහ සතුටින් ඉන්න එකට,Happy
ඔබ පරිපූර්ණ නැහැ නිසා ඔබ ලස්සන නැහැ බව අදහස් නොවෙනවා,Bad
අද මට වැඩට යන්න වුණේ නැහැ,Happy
මම ජිම් එකට ගියා,Happy
අද යාලුවන් එක්ක ලොකු කතාවක් නෑ.,Normal
හිරිවැටීම මව විනාශ කරයි,Bad
මම එයට සුදුසු නිසා මම මටම රිදවමි,Bad
මම ඊයේ රාත්රියේ පන්තියේදී බෙලිඩන්ස් නැටුම් ශිල්පයක් ඉගෙන ගන්න පටන් ගියා ඒක චිත්රාගාරයේ ප්රධාන ආහාරයක් වන අතර තියෙනවා්ත වශයෙන්ම යම් මලල ක්රීඩාවක් අවශ්ය වෙනවා,Happy
අයියේ මම ඇත්තටම ජරාවක් ගන්න උත්සාහ කරනවා,Bad
මම තවදුරටත් ගණන් ගන්නේ නැහැ,Bad
ඇයි මට ඔයාගේ ආදරය වෙන්න බැරි,Bad
අද සවස ටිකක් ඇවිදින්න ගියා.,Normal
මම කෙල්ලෙන් කැඩෙනවා මට දැනෙනවා,Bad
ඔබ මාව ප්රතික්ෂේප කරන්න හේතුව ගැන පවර්පොයින්ට් ඉදිරිපත් කිරීමක් පමණක් ලබා දිය හැකිද,Bad
අද ඇඳුම් වුණාලුවා.,Normal
මට විසි කරන්න ඕන,Bad
අද call එකකට උත්තර දුන්නා.,Normal
සමහර විට නිකන් නිදාගන්න ගිහින් ඉවරයි,Bad
මගේ හිත රිදෙනවා,Bad
පැවැත්මේ තනිකම පිළිබඳ විශ්ව විද්යාලය,Bad
මම දිවා ආහාර වෙනවාලෙහි මගේ සඟරාවෙනවා ලිවීය,Happy
මගේ හදවත මෝඩ වේවා,Bad
මම කොහේ හරි යන්න ලෑස්ති වෙද්දී අම්මා කතා කරන එකෙන් මට සතුටුයි,Happy
අද කාර්යාල රැස්වීමක් තිබුණා.,Normal
අද උදේ මම වැඩමුළුවකට සම්බන්ධ වුණා ඒකෙන් මට සතුටු හිතුණා,Happy
මම මගේ පරීක්ෂණයෙන් හොඳ ලකුණු ලබා ගත්තා,Happy
අද පන්තියේ group work ටිකක් තිබුණා.,Normal
ඊයේ මගුලක් දෙන්න එපා අද මගුලක් දෙන්න එපා සමහරවිට හෙට මගුලක් දෙන්නේ නැහැ,Bad
උදේ මම ඇයව අවදි කරන විට මගේ පුතා මාව ලොකු බදාගත්තා ලොකූ බදාගත්තා,Happy
අද phone එක charge කළා.,Normal
පාසලේ පන්තිය සාමාන්ය විදිහටම ඉවර වුණා.,Normal
අද කාලගුණය හොඳ නිසා මම පළමු වතාවට එළවළු වවන්න පටන්ගත්තා මට සතුටු හිතුණා,Happy
කිසිම දෙයක් මම කවදාවත් ඔයාට හොඳ නැහැ,Bad
අද වැඩ ටිකත් විවේකයත් සාමාන්යයි.,Normal
