text,mood
මූගේ පපුව හොඳ නෑ,Bad
nice ගීතය එකක් කිව්වට වතාවක් අහුවත් එපා වෙන්නේ නෑ වීඩියෝව එකත් මාරයි අහ්,Happy
අයියා hikvision cctv camera ගැන වීඩියෝව එකක් කරන්නකෝ,Normal
නපුංසකයා තොගේ පුකට පේන හනගන්නිග,Bad
ඇයි රාජ සන්තක නොකරන්නේ,Normal
සිත් නිවන කටහඬක් හරිම ලස්සනයි ජය වේවා,Happy
nice අයියා dream එකක් නෙමෙයි target එකක් අයියාගෙනම ඒක හදාගන්නෙත්,Happy
ඔයා interview එකට face කරන ඔයාට හම්බවෙන තැන ගැන දුකයි,Normal
හදවතටම දැනුණා හෙම,Happy
පට්ට පොරක් හරි හොඳ චරිතයක්,Happy
thumbnail එක ඔහොම දාන එක අවුල් වගේ,Bad
අයියේ මම redmi එකෙන් game ගහනකොට slow වෙනවා,Bad
නියමයි අයියේ අපි ඔයත් එක්ක සදහටම,Happy
මල්ලී next time try කරන්නකෝ නංගියාව සතුටු කරන්නකෝ please,Normal
හරි වටිනවා නංගි ඔයාගේ නිහතමානි බව bless you සුභ පතනවා,Happy
උබලට වෙන වැඩ නෑද,Bad
අපේ කසුන් මල්ලියා ඉතාම නිහතමානි කොල්ලනේ ආදරෙයි හැමදාම අපේ ඒ කලාකරුවන්ට,Happy
ඒ පවුල දැක්කමත් ආදරේ හිතෙනවා ජයවේවා ඔක්කොටම,Happy
සින්දු නම් ශෂිකා ශෂිකානම් සින්දු,Happy
ගෝටාබය තමයි ඕන,Normal
ඔබ කාන්තාවන්ට හොඳ බොරු සෝබන නැති පුහු අටෝපා නැති පාඩමක් කියා දුන්නා පිරිමි සියයට අනුවක් ඔයා ජාතිය,Happy
හත්ත යථාර්ථය දැන නැති මිනිස්සු ඔයාට හප්පා කරනවා හැටි හන්ති ඔයා හොවා ගන්න එපා ඔයාගැන ඔයා දන්න තරම් වෙන කවුරුත් දන්නේ,Normal
performance එකට වඩා coach ශෂිකාගේ ලස්සන බලන් හිටියේ,Happy
මේක බලනකොට කවිඳියා අධිකාරිට නම් මොනවා හිතේද,Normal
wow නියමයි මාරම ලස්සනයි lovely කටහඬ,Happy
ලෝකේ කොහෙවත් නැති විදිහට මුන් වෛරය වපුරලා ආර්ථිකය විනාශ කරනවා,Bad
youtube ඇවිත් මේ සින්දුව බලලා යන වෙන කවුරුත් ඉන්නවද මං වගේ,Happy
මිනිහා නළුවෙක් වගේ,Happy
ආයත් අල්ස් ඉවර උන ගමන් jobs කරා කියුවහම මතක් උනේ මතකද තලහේනේ මාලබේ හිටිය කාලයක්,Normal
කවුද unlike කරන බත් කන හරක්,Bad
අයියේ desktop ගැනත් ඔහොම වීඩියෝව එකක් කරන්නදෝ,Normal
මම redmi එකෙන් free fire පැයක් විතර ගහලා තියෙනවා,Normal
වීඩියෝව editing වලට pc එකක් හදන වීඩියෝව එකක්,Normal
ඔයා ගොඩක් බුද්ධිමත්,Happy
පබෝදාව marry කරානම් හොඳයි පව් ඒ දෙන්න වෙන්න උනේ මාර couple එක ඉස්සර,Normal
hiru starට වඩා මේකේ coachesලා දිහා බලන් ඉන්න ආසයි,Happy
මම නම් මේකේ දැක්කේ මේ කතා කරන කෙනා තමන් කරන දේ කරනවා කියලා social media වලින් කියනවා,Normal
කසුන් ගත් තීරණය හරිද වැරදිද කියලා අපි බලමු ඉදිරියේදී,Normal
සදුන් අයියාගේ කටහඬත් ලස්සනයි සින්දුවත් ලස්සනයි,Happy
මෙයාට සල්ලි ලොකු නෑ,Normal
ගස් බල්ලි උබලා වගේ උන් අක්ක එන්න උන්ට මොංගල් එකයි කියන්න තියෙන්නේ මොංගල් ඩයල් එකක් උබ,Bad
coach කසුන්ගේ හද coach ශෂිකාගේ හිනාව,Happy
කොල්ලෝ අපි ඔබත් එක්ක එනවා,Happy
අයියේ lap එක sleep mode එකේම තියන එක හොඳයිද,Normal
අවංකයා බං උබ,Happy
මේ ගීතය උදානි පබසාරත් කිව්වා අහන ඉන්න ආසයි වෙනම මනෝ පාරක් ගහනවා වගේ ලස්සනට කිව්වා මෙයත් ලස්සනට කිව්වා good luck,Happy
ඔයාට ජයම වේවා,Happy
hiru star එකෙන් ලැබුණේ නැතත් මේ පාර නම් උබට ජය bro ත ගන්න ඕන බොක්ක,Happy
අනේ හරිම ලස්සනයි කටහඬ හරිම clear ඔයාට ලොකු අනාගතයක් තියෙනවා ඉස්සරහටම යන්න good luck,Happy
නියමයි iraj ඇත්ත කතා කරනවට,Happy
කටහඬ teen ආදිත්‍යාව මතක් උන අය කො,Happy
හිතට වදෙන ගීතය එකක්,Happy
AMD ද Intel ද හොඳම,Normal
හොඳට මේක බලලා මොලයක් කියලා දෙයක් තියෙනවා නේ,Happy
ඔව් එයා අපුරු මිනිසා හරිම හොඳයි,Happy
ගොඩක් ලස්සනයි මල්ලි,Happy
record එක ඇස්සේ cameraman ප්‍රශ්නයක් අහනවා,Normal
English ගීතය එකක් අහෙනකොට උමාරියාගේ reaction එක කොහොමද,Normal
හොඳ අම්මා කෙනෙක් වගේම හොඳ නිළියක්,Happy
හරි ගියොත් හොඳයි නැත්නම් ලොකු problem එකක් වෙයි,Normal
අනික අය හැරුණේ නැති එක ගැන නම් කෙන්ති,Bad
ගොඩක් වැදගත් මේක SSD එකක් install කරන විදිහ,Happy
කොමද හැඩියාව ගෑණියෙක් නිසා නෙවෙයි,Bad
අඩුවට තියන computer මොනවද,Normal
අනේ ඇත්තටම හරිම ආඩම්බරයි,Happy
ඔබතුමා වගේ රජෙක් තමයි සිංහල දේශයට හරි යන්නේ,Happy
මහින්ද රනිල් මේ ඔක්කොම තම්බියගේ ගු,Bad
ආදරේ කුමාරෙ අක්කා අත කතා කරනවා,Happy
මම හරිම කැමති තැනක ආඩම්බරයි අක්කේ,Happy
පට්ට lose තියෙන කෙල්ලන්ව තෝරාගත්තා,Bad
අයෙෂ්මාව මතක් උනා,Normal
මම Muslim ඔබතුමාට ගොඩක් ගරු කරනවා,Happy
අපේ ගෙදර අය අද hiru star බලනවා,Normal
මහ පොලවේ ගායකයෙක් එක මරු,Happy
මං හිතුවේ කසුන් සීවේ ලැබූ උපන් එකෙක් කියලා,Normal
මට අද නිදි ගන්නකොට අනිවාර්යෙන් build එකක් මැවිලා පේනවා,Happy
ඉවර වෙනකම් බැලුවා වීඩියෝව,Happy
මේ කටහඬ මොන තැනකදී වුණත් හඳුනාගන්න පුළුවන්,Happy
තොට වෙන එකෙක් හිටියේ නැද්ද interview කරන්න unsubscribe කළා,Bad
අපට නම් graphic card එකක් ගන්න සල්ලි නෑ,Bad
මෙකට gcam install කරන විදිහ වීඩියෝව එකක් දාන්න,Normal
කටහඬ teens එකේ අයෙෂ්මා මතක් උනා,Normal
අපි බලන් ඉන්නවා wasthi film එයි කියලා,Happy
යකෝ dislike කරපු කලාකන්නිත් ඉන්නවා,Normal
මෙතරම් වටින භික්ෂුවවත් අපාවත් කරිද දන්නේ නෑ,Normal
coach ශෂිකා මේයාවයි රිද්මිකාවයි battles වලට දාන්න එපා finalට දෙන්න,Happy
අනාගත presenter අයිමේට සුභ පැතුම්,Happy
මට නම් අදුන කෙනෙක්ට හරි හරන්න තිබුණා,Normal
මම ආසම චරිතයක් අදත් ඒ වැඩසටහන අහනවා,Happy
පුළුවන් දෙයක් කරපන් බුද්ධාගමට අගෞරව කරන්න එපා,Bad
ජය වේවා මල්ලි,Happy
දෙවියන් වහන්සේ එවලා තියෙන්නේ,Normal
අම්මෝ ඒ ගැම්ම පට්ට,Happy
උමලි තිලකරත්න අක්කාවත් ගෙනන්න,Normal
අයියේ උබ real legend කෙනෙක්,Happy
අපි උබට support එක දෙන්නවා,Happy
මේ වගේ lip kiss scene එකක් මේ වීඩියෝව එකට ගැලපෙනවද,Bad
timeline performance කොහොමද,Normal
අයියට කවුරු මොනවා කිව්වත් අපි අයියා එක්ක,Happy
අයියා නිසා ගොඩක් දේවල් දැනගත්තා,Happy
අයියේ ඔයා නම් පට්ට,Happy
මේ වගේ අය දිගටම programme එකට ගෙනන්න,Happy
සතුටුයි අද ඔයා ඉන්න තැන,Happy
එයාගේ භාෂාවෙන්ම නියමයි,Happy
හොඳයි මේකෙන් ගත්ත දේ බොහොමයි thank you,Happy
දන්නෙම නෑ මුලු වීඩියෝව එකම බැලුවා,Happy
Samsung phone review එකක් ඕන,Normal
මරු බන් මරු සෙලවෙන්න එපා,Happy
දී දාපු pic එක වැරදිද,Bad
දැනට තිබ්බ සුපිරිම battle එකක්,Happy
අනා බබා ඔයා බය වෙලා කියන්න බෑ,Bad
ලස්සන නම් ඕන නෑ performance තියෙන එකක් තිබ්බොත් ගන්න පුළුවන්,Normal
අම්මෝ මමත් ආදරේ කරන එකක් අතර,Happy
කුමාරි අක්කා නිළියක් වගේ ලස්සනයි,Happy
මම කැමතිම අයියේ ඔයා,Happy
අද මගේ උපන්දිනේ වීඩියෝව එකක් දාලා සතුටු කරා thanks,Happy
Kingsley set වෙන්නේ නෑ මේකට,Bad
මේ clip එක බැලපු වාර ගණන මතක නෑ,Happy
ජාතිය ශ්‍රී ලාංකික කතා කරන භාෂාව සිංහල,Normal
ශෂිකා ඔක්කොම සිංදු ගැන දන්නවා,Happy
අනේ පව් හරි දුකයි,Happy
මම ඔයාගේ කතා කරන style එක පට්ට,Happy
අම්මෝ ඔව්වා හීන තමයි,Bad
admin නිදිද great performance,Happy
ඔබ වහන්සේ කියන්නේ සත්‍යය,Happy
මෙයට කාලේ නැද කටහඬ එකක්,Normal
පොඩි කොල්ලෙක්ත් නෙමෙයි,Happy
ඔබ වහන්සේට තෙරුවන් සරණයි පොඩි හමුදුරුවනේ,Happy
ඔයාල හොඳ කලාට විරුද්ධයි parliament එකට ගැලපෙන්නේ නෑ,Bad
දෙන්නටම තෙරුවන් සරණයි,Happy
ගොඩක් ආදරෙයි නෙහාරා,Happy
Wasthi නැත්තම් ලංකාවේ YouTube නෑ කියන්න බෑ,Bad
අයියේ phone එක hit වෙනවා,Normal
ශෂිකා madam සුපිරි,Happy
notify එක එනකම් හිටියේ,Happy
හම් අනේ කටහඬ අවුල්,Bad
මේහෙම කෙල්ලොත් මේ ලෝකේ ඉන්නවා,Happy
අනේ ඒ අම්මයි තාත්තයි,Happy
bitcoin ගැන වීඩියෝව එකක් නිසා බලුවා,Happy
මේ ගණිත සුරූපී කියුවම මොකද්ද කියන්නේ,Bad
සිංහල වතුර වගේ කතා කරන හොඳ සුදු ජාතිකයෙක්,Happy
මම මුස්ලිම් එකෙක් උනත් ඔබ වහන්සේට මාරම ගරුත්වයක් තියෙන්නේ,Happy
හොඳ තාත්තා කෙනෙක් වගේ,Happy
ජාතිය ලංකාවේ කියනවා අහුවමයි,Normal
මෙයත් සිරිසේන වගේ කියවන ඩයල් එකක්,Bad
ඉඟුරු දීලා මිරිස් ගත්තා වෙයිද,Normal
මේකේ adobe premiere photoshop cubase වගේ install කරලා වැඩ කරන්න පුළුවන්ද,Normal
අනේ චානක ගොඩක් සතුටුයි අපි හොඳ යාලුවෝනේ ඉස්කෝලේ යන කාලේ ඔයාට ගොඩක් love අයියේ බුදු සරණයි,Happy
වෙලාවට නිදාගත්තේ නැත්තේ,Happy
වීඩියෝව අහසට පොළව වගේ bro,Bad
දැන් නම් ඔක්කොම දේශප්‍රේමියෝ අනේ පලයන් බං යන්න තොත් ඒ set එකේම පකෙක් තමයි,Bad
කසුන් හැරීලා ඉද්දිත් පිනක් නෑ,Bad
මරු අද program එක ඔක්කොම එක දිගටම බැලුවා ආසවෙන්,Happy
ගොඩක් useful interview එකක්,Happy
මොකෙක්ද බං මූ ගුගහලා දාමු හෙතන් අතේ මූ හෙන පොරක් කියලා ලහිරු don't waste your time කැමතියි this ideate,Bad
නොදකින් මූසලයා මැරුණත් අපේ ගම්වලට නම් අන්න එපා මේ ගොන් පව්කාරයන්ව,Bad
ගොඩක් ආදරෙයි ශෂිකා madam,Happy
කරි තම්බි මරලා දාන්න ඕන පවුල පිටින් පකයි,Bad
මම හොයා හොයා හිටපු වීඩියෝව,Happy
හුඟාක් කාලයක් ඉඳන් ගෙහන්ගේ interview එකක් බලන්න ආසාවෙන් හිටියේ love you bro,Happy
අයියා editing pc එකක් හදන්න කොච්චර යනවද,Normal
අනේ පව් අක්කා ඔයා දුකයි ආදරෙයි අපි ඔයාට,Happy
නිවේදකයන් නම් වැඩක් නෑ අප්පා,Bad
තමෝද්‍ය අතුරලියට වඩා කොච්චර හොඳයිද,Happy
වචන පැහැදිලි නැහැ වගේ,Bad
අවංක කොල්ලෝ set එක all the best වස්ති,Happy
කුමාරි අක්කේ මමනම් ඔයාට ගොඩක් කැමතියි මම ගොඩක් ආසයි ඔයාගේ සින්දු වලට නෑ අක්කේ ඔයාගේ වැරදක් නෑ වැරදි මේ අපේ මෝඩ මිනිස්සු,Normal
thank you මෙයාව ගෙනාවට පැයක් හිනා උනා දුක කතාවක් අස්සේ උනත්,Happy
මොනවා උනත් හමුදුරුවෝ ඇත්ත කියනවා බුදු සරණයි සාදු සාදු,Happy
කටහඬ දෙකක් තියෙනවා යකෝ මේ කෙල්ලට පට්ට යකෝ,Happy
සිංහලයන්ට ජාතිවාදියෝ කියපු සැමෝම හිර කරලා දාන්න ඕන,Bad
පට්ට අප්පා ඒක,Happy
අම්මෝ music පට්ට,Happy
යකෝ හැම අදහස එකක්ම තියෙන්නේ සින්දුව ගැන නෙමේ admin ගැනනේ,Normal
මෙයත් දෙවෙනි විවාහයක් උනානේ,Normal
ඔයාගේ ජීවිත කතාව අපිත් එක්ක share කරාට thanks හිතුවෙන කට්ටක් කලා ගොඩ ආව කෙනෙක් කියලා මුල මතක නිසා කවදාවත් වැරදින්නෙ නෑ හොඳින් ඉන්න ලහිරු අයියාටත් thanks හොඳට interview කරනවට,Happy
අතීතයට යනවා මේ songs එකේ කටහඬ එකට,Happy
ඒ ගීතය එකෙන්ම කෑවා චෝර හතයි,Bad
පොලවේ පාය ගහපු කාන්තාවක්,Happy
hiru star final ඉන්න set එකට වඩා මේකේ ඉන්න ඔක්කොම වැඩ්ඩෝ,Happy
උමාරියා හැව්ක් පනිනවා වගේ ආදරේ එයාට,Happy
මං ආසම මනුස්සයෙක් දක්ෂයෙක්,Happy
තනියම නැගිටපන් මචං උබට පුළුවන්,Happy
පට්ටම ගීතය එකක් මාර විදිහට විඳින්න පුළුවන්,Happy
අයියේ අනේ මට මෙතුමාව සම්බන්ධ කරගන්න පුළුවන් ක්‍රමයක් කියලා දෙන්න please,Happy
හින්දි සින්දුවකට මෙච්චර සාධාරණයක් කරනවා ලංකාවේ reality තරඟයක දැක්කමයි,Happy
වෙනස් දෙයක් කරපු එක හොඳයි මේ ගීතය ලස්සනයි,Happy
අර ගණිත පිස්සුද අනිත coachලාගේ turning button එක ඔබන්නේ ඇයි එහෙම ඔබනවා නම් ඒ ගණිත ඔබන්න ඕන පිස්සු හුත්තියෙක්නේ,Bad
අක්කි හොඳටම කිව්වා හරිම ලස්සනයි,Happy
සින්දුව හොඳයි එත් වීඩියෝව ගැලපෙන්නේ නෑ සින්දුවේ තේරුමට එකයි මගේ අදහස,Bad
අපේ පැත්තේ පහුගිය කාලේ මරුණු අමාත්‍ය සමාලිංගිකයෙක් හරි ශෝක් කතා සක්කි තියෙනවා,Normal
මොනදේ කළත් තියෙන තුරු ජීවිතේ ඔබ නැතුව මට ඉන්න බැහැ වස්තුවේ,Normal
deep fake වීඩියෝව ඉක්මනට ඕනේ,Normal
දවස තිස්සෙම මේක අහනවා,Normal
මටත් build එකක් කරගන්න ඕන bro ඔයා පට්ටයි,Happy
morning show එක අහනවා මත් ඔක්කොම අක්කිතයි අයියට ගොඩක් ආදරෙයි,Happy
කටහඬේ නම් මරු,Happy
hiru star එකේ හිටියා කියලා මතකයි මට විතරද,Normal
admin අක්කියෝ ඔයා දැන් මරුනේ,Happy
ආරක්ෂක හමුදාවේ රහස් එළියට දෙනවා වැඩි ඇත්ත අපේ හමුදුරුවනේ news එළියට දාන්න බෝම්බ ලොරියක් ආවා කියලා අන්තිමට ලොරියේ බඩු නෑ උන් වෙන එකක දන්න ඇති හ්ම්,Bad
නාගානන්දේ ඉතා හොඳයි නමුත් මිනිස්සු ඡන්දේ දෙන්නේ නෑ,Normal
battle එකේ තේරුවා හොඳම සින්දුව,Happy
වීඩියෝව බලුවේ නෑ ඇහුවා අහ් හද,Happy
මුන්ට පාඩමක් උගන්නන්න ඕන camera උස්සන් හැම මගුලේම රිංගන අරූටත් පිස්සු අශේන්ට කටට වචන දීලා අහන්නේ,Bad
මොකද්ද benchmark කරනවා කියන්නේ,Normal
දන්නෙ නැත්නම් නා කෝකටත් දැනගෙන ඉන්න එක හොඳයි,Happy
මේ පන්නයා කොහෙද ඔයි ltte එකෙන් බඳවාගන්නේ lol,Bad
තෝ ගස් පෝන්නයා දෙස ගන්න interview කරනව මොන හුත්තක්ද බල්ලෝ පෝන්නයා මනියා කියපු කතාව ඇත්ත තොගේම content කරලා හම්බකරපන්,Bad
ඔකක් ගන්න තියා reload එකක්වත් දාගන්න සල්ලි නෑ මේකත් බලන්නේ loan එකක් අරන්,Bad
මේ වගේ අය දිගටම ගන්න,Happy
bns team එකේත් battle එකක් දෙන්නකෝ,Normal
ඇයි out උන කෙනා hold කරගන්න බැරිද වෙන coach කෙනෙකුට ඊයේ වගේ,Normal
මේ වගේ ඒවා tv එකේ පෙන්නන්න ඕන අනේ එතකොට අපේ අම්මලා තාත්තලාටත් බලන්න පුළුවන් නේ,Normal
ශෂිකා අක්කා කියන්නේ මාරම හොඳ ගායකාවක් ආදරෙයි අක්කේ,Happy
සසදා සසදා කියපු කෙනා එක්ක battle වටෙයි වගේ,Happy
ඔබේ තිමියෙද ආදර්ශමත් ජීවිතයට ගරු කරනවා,Happy
හොඳ අයට හැරෙන්නේ වදුරු කුණුහරුප කියන උන්ට හැරෙනවා,Bad
හිතට දැනෙන කතා කරනවා ඔබ වහන්සේ,Happy
උබ මහ ජරා යකෙක් සල්ලි හම්බකරන්න තෝ අම්මවත් විකුණයි,Bad
ඔබ වහන්සේට දිර්ඝායු වේවා,Happy
මං හිතුවට වඩා මේ මහත්තයා ඇත්ත කතා කරනවා කෙලින් කතා කරනවා ඇත්තටම හොඳ මහත්තයෙක්,Happy
build එකට එහා ගියා වෙනම ආතල් එකක්,Happy
ශෂිකා දක්ෂයි දෙන්නම ඒක වගේ දක්ෂයි,Happy
ආදිත්‍ය වගේද බලන්න ආපු උන් කො,Normal
සිංහලයා සිංහලයාට කෙලියේ නැත්තම් අද ජීවත්වෙනවා,Bad
සක්කිලි බල්ලෝ ඉන්නකම් ඇත්ත කතා කරන මිනිස්සුන්ට මේ වගේ දේවල් වෙන්න එක පුදුමයක් නෙවෙයි ගොඩක් දුකයි අතේ මොනවා කරන්නද උඩ ඉන්න දෙවියෝ තමයි බලන්න ඕන,Bad
මේ ටිකම කීයද වෙන්නේ,Normal
හී හරිම කටයි මොකද්ද මේ කොලම් ඔයාලාගේ channel වල මේ විහිලු දාන මිනිස්සු පවල් දාන මගුල ඇයි,Bad
bitcoin mining කරන්න කොච්චර කාල යනවද,Normal
හැම අතින්ම ඔයා success අක්කේ මටත් ගැම්මක් ඔයා මගේ life එකත් ටිකක් ඔයාට සමානයි සුභ පතනවා ඔයාටත් දුවටත් බුදු සරණයි,Happy
යකෝ කුමාරි අක්කා ජනාධිපති හම්බවෙන්නත් යයි වගේ,Normal
දුමින්ද නියම වෙලාවට නිශ්චිතව හිතාගත්තා,Happy
නියම මනුස්සයෙක් අයිශ්වර්යා අක්කාවත් ගෙනන්න අයියේ අයියාව මේහෙම දැකින එක ලැබීමත් සතුටක් සුපිරි මනුස්සයෙක්,Happy
අනේ ලස්සනට කියනවා,Happy
අපේ පැත්තකනම් අහුවෙන්න බුර්කාව ඇඳගෙන ගිහිල්ලා රෙදි ගලවලා යවන්නේ,Bad
හිතට දැනෙන කටහඬක්,Happy
බන්ස් උන් සිංදු අහනවද කියලා හිතෙනවා joke එකක් වගේ,Bad
මගේ පණ ඔයා අර,Happy
සමහර තිරිසන් පිරිමි මේ මනුස්සයට කරලා තියන දේවල්,Bad
හරිම ආදර්ශමත් නිළියක්,Happy
රංජන් කියන්නේ පට්ට සක්කිලියෙක්,Bad
අපිට මේ වගේ build එකක් හීනයක් තමයි,Bad
හොඳ වැඩක් ගන්න පුළුවන් කටහඬ එකක්,Happy
මරු ඔයා බඩු ටික දාලා තව ටිකක් අඩුවට හදන්න පුළුවන්,Normal
කෝ අර parliament එකේ තිබ්බ කතා,Bad
හිත ගියේ band එකටයි දෙයියෝ,Happy
ගෝටා ආවම එහෙම වෙන්නේ නෑ,Normal
කඩු තියගන්නේ සිංහ කොඩියේ කඩුවක් තියෙන නිසා,Normal
අඩෝ කටහඬ පට්ටම බන්,Happy
වල්ගමයෝ සුදානම් වෙන්න එපා,Bad
ඔබ හරි යටම හරි,Normal
යකෝ සිංහලයෝ එකතු වෙලා විසඳුමක් හොයමු,Normal
මේ මොන හුට්ටක්ද මුන් සමාජය දූෂණය කරනවා,Bad
සිය පවුලටම දිර්ඝායු ලැබේවා,Happy
ඔයාට ලොකු accident එකක් උනා නේද,Happy
ලහිරු මහත්තයට ගොඩක් thanks මේ වගේ අදහස් වලට,Happy
ඔයා රඟපාවේ වැරදි විදිහටනේ,Bad
ගොඩක් ලස්සනයි අක්කේ අපේ school එකටත් ආඩම්බරයක්,Happy
ඇත්තටම ඉතා දක්ෂයෙක් අයියේ,Happy
ලහිරු අයියා පට්ට ආදරේ කරන චරිතයක්,Happy
කවුරු බන්නත් අපි නම් බන්නේ නෑ,Happy
නියමයි මාර cute congratulations,Happy
අපි ඔයා එක්ක ඉන්නවා,Happy
හොඳ බණකට සවන දුන්නා වගේ,Happy
මේක මගේත් හීනයක්,Happy
යකෝ අපිත් ශ්‍රී ලංකා නිදහස් පක්ෂයේ නමුත් උබට දෙන්නේ නෑ,Bad
ඇත්තටම නියම අදහස් තියන ගැහැණියක්,Happy
පහත් තැනෙන් යා ගලා ජලේ,Normal
අවුරුදු කතා කලින් මට හිතුන දෙයක්,Normal
නොදකින් විතරක් ලැජ්ජාවක් ගාවිලාවත් නෑ,Bad
අක්කයි නංගි වගේ දෙන්නා,Happy
විශ්ව කියන්නේ රත්තරන් කොල්ලෙක්,Happy
ජාතිය මොකද්ද කියලා අහනවා ලැජ්ජයි,Bad
සිංදුව නම් ලස්සනයි එත් මේ නාකි කටහඬ,Normal
අහ් මේයා නේද පද ගැන දන්නේ නැති තාත්තා,Bad
සම්පූර්ණ කතාව ඇත්ත,Happy
ඉස්සර ඉඳන් මු ගොටාබයට බනින්නවා,Bad
ශෂිකා coachට කැමති ගොඩක්,Happy
මෙයාට හදට Hindi songs කියන්න පුළුවන්,Happy
දෙන්නම ගෙනාවනම් හිතුණා,Happy
කතාව හරි brother,Happy
program එක බලන්න තවත් හේතුවක් coachලා දෙන්නා,Normal
ෂා excellent ඔයාගේ idea,Happy
අනේ ෂෝක් මම ආසම ලස්සන නිළියක්,Happy
මරු නියමයි වැඩේ,Happy
කැමතියි වලට වඩා unlike වැඩි අයියෝ,Bad
එක පට්ට සුපිරි,Happy
තෝ වගේ තප්පහි රෝඩි පක්කෙක්,Bad
ඇයි එහෙම කරේ,Bad
වයස අහුවම වයස ගැන කියන එක,Bad
ගෙහන් අයියා මම හිතුවට වඩා වෙනස්,Happy
unlike දාලා තියෙන අය මහ අකි තම්බින්ට,Bad
උබට වෙන වැඩක් නැත්නම් හන්තානේ ගිහින් වනා සත්තු ගැන වැඩසටහනක් කරපන්,Bad
wow excellent ශෂිකා අක්කි ඔයාගේ කටහඬ,Happy
Etisalat ad එකේ sim එක misplaced කරන scene එකෙන් දැක්ක,Happy
අයියේ Tron trx ගැන වීඩියෝව එකක් කරන්න,Normal
මොකක්ද මේ ad කෙනෙක් හොයනවා කියන්නේ,Normal
යකෝ එක පාරක් ජෝති කලේ,Happy
යකෝ උබාව මරගෙන කන්න ඕන පරයා,Bad
රංජන් රාමනායකට හොඳ පාඩමක්,Normal
මට නම් මාර ලස්සනයි,Happy
මම ආදරේ කරන follow කරන channel එකක්,Happy
මොකක්ද ඒ නම skin colour එක,Happy
පිස්සෙක් කරා මාව ලඟ හිටියා නම් kiss එකක් දෙනවා,Happy
background music එක නියමයි,Happy
පිස්සු හැදෙන singing එකක්,Happy
මුන් නපුංසකයෝ අපේ හමුදුරුවනේ,Bad
ගයියා කොඩිත්තුවක් ගෙනවන්න,Happy
station switch කර කර ඉද්දි ඔයාගේ talk show එක set උනොත් එතනම නවතිනවා,Happy
build එක හොඳයි gaming channel එකේ metro studios ගාව,Happy
අම්මේ රෙද්ද තමයි යකෝ මේ උන්ට,Bad
coachesලා super කියන අය මේ පැත්තට,Happy
අහ් ලස්සනයි coach කසුන්ගේ English ගීතය battle එකෙන් පස්සේ,Happy
අනේ උඹ දඟලනවා වැඩි,Bad
කියන්න වචන නෑ ජීවිතේ ගැන ලොකු කතාවක්,Happy
ගොඩක් ලස්සනයි ගොඩක් ආදරෙයි,Happy
අම්මෝ band එක,Happy
මමත් මේ වගේ හිතාගෙන බලන්න ආසාවෙන් හිටියා,Normal
ආදර්ශමත් චරිත ගෙනන්න කියලා ඉල්ලනවා,Bad
අද Sunday නෑ,Normal
හදවතින්ම ආදරයි මේ කතාව,Happy
ගාන කියාද මේ දවස්වල,Normal
වීඩියෝව එනකම් ඉඳන් බලන් හිටියේ,Happy
උබ නම් කොල්ල ඉන්දියා වටා තමයි හරි යන්නේ,Happy
එයාව ගන්න මගේ team එකේ ඉන්නවා,Happy
ඔයා අයට මිත්‍රී වුණොත් ඔයාගේ ගමන සාර්ථක වෙනවා,Normal
හනේ DDR සෑහෙන්න වටිනවා,Happy
කොල්ලගේ කතාව නම් හොඳයි හැබැයි රාජපක්ෂලා එපා,Normal
telegram group එකක් හදන්න please,Happy
හරිම ලස්සනයි අක්කියෝ good luck,Happy
අනිවාර්යෙන් ශ්‍රී ලංකාවේ miss ශෂිකා නිසංසලා,Happy
මුන්ට කියන්න ඕන යටගිරියෙන් කෑගහන සිංදු,Bad
අපේ college එකේ පොරක් නියම වැඩ්ඩෙක්,Happy
කී පාරක් බලුවාද දන්නේ නෑ තාම බලනවා,Happy
අඩුම නම් අන්තිමයි,Bad
මොකද්ද යකෝ මේ,Bad
business pc build එකක් හදන්න පුළුවන්ද,Normal
පෙරූම් පුරාගන්න කියපු ලස්සන හැම තිස්සේම කනේ පිරලා තියෙන්නේ එක මාරයි,Happy
අයියා පට්ට කතාව ඇත්තටම ඔයාගේ කෙලින් කතාව සමහරු හදවතට දාලා තනිකර බොරුව ඔයා තමයි අපේ ජනප්‍රිය හොඳම නළුවා වගේම හිත හොඳ මනුස්සයෙක් බුදු සරණයි,Happy
ඔයාට ගොඩක් දුර යන්න පුළුවන් මට නම් ගීතය ලස්සනයි,Happy
මීට වඩා බැරි අයත් තේරුණා,Bad
ඔච්චර ගණන් දීලා හදන්නකෝ pc මං නම් second hand අරන් හදන්නේ මං නම් ඔව්වා කරන්නේ නෑ,Bad
හරිම සුන්දරයි ඔබතුමිය respect to you sister,Happy
මම මෙයාව දන්නෙ නෑ ඒත් ලහිරු අයියාගේ එක program එකක්වත් miss කරන නැති නිසා බලුවා බලුවට පස්සේ හිතුණා නොබලුවානම් අපරාදේ කියලා,Happy
ආසම කරන නිහතමානි කලාකරුවෝ දෙන්නෙක් දෙන්නටම ජය hari tv එකේ program වලින් ජීවිතයට ගන්න දේ බොහෝමයි thanks ලහිරු,Happy
කාලෙකින් අහපු දැක්ක හොඳම interview එක සහ හොඳම පුද්ගලයෝ දෙන්නා මාරයි,Happy
